split_idx,day,intraday_min_pnl,intraday_max_pnl,final_pnl,n_trades,max_consecutive_losses
12,20220218,-2929.2950,21.2600,-1177.7650,161,12
12,20220222,-3267.8350,683.8900,-3059.6800,157,11
12,20220223,-3306.5450,-11.2400,-3285.2850,159,13
12,20220224,-11.2400,9750.6500,9750.6500,315,9
12,20220225,-11.2400,5973.6850,5868.1300,188,7
12,20220228,21.2600,3667.6450,108.7150,184,10
12,20220301,-4947.6550,228.7900,-4316.8400,191,14
12,20220302,21.2600,4862.8500,4861.7400,174,7
12,20220527,-85.5150,386.6200,386.6200,37,3
12,20220531,-13.7300,2145.8800,1522.4600,121,5
12,20220601,-1703.7850,518.7700,462.5300,128,6
12,20220602,-146.8650,2630.7700,2630.7700,77,4
12,20220603,-607.7500,79.7150,-586.4900,101,8
12,20220606,-1035.3750,-11.2400,-578.4650,91,12
12,20220607,-416.4850,154.4400,154.4400,69,9
12,20220608,-17.4700,650.2900,529.7100,96,15
12,20220609,-1506.4500,47.2750,-1506.4500,105,11
12,20220610,-480.2750,1053.6600,812.4800,123,7
12,20220613,-531.2150,1924.4800,-531.2150,191,12
12,20220614,-642.8550,539.1250,-430.9100,159,12
12,20220615,-803.8350,10399.4300,9871.8850,251,7
12,20220616,-1486.2000,372.6550,-1075.9500,155,12
12,20220617,-33.7200,2481.6000,1933.1200,187,7
12,20220621,-206.4050,117.5900,-71.3150,56,4
12,20220622,-555.2150,243.8550,-333.4850,89,8
12,20220623,-1108.4900,435.3550,435.3550,98,12
12,20220624,10.0200,162.2650,162.2650,39,4
12,20220627,73.7600,525.9650,403.3800,88,5
13,20220202,-618.0600,713.1150,713.1150,124,5
13,20220203,-11.2400,1218.5350,224.3750,125,7
13,20220204,-2404.9150,887.3550,887.3550,173,8
13,20220207,-570.5100,278.3850,124.7900,104,10
13,20220208,-75.5450,2278.2100,2143.2600,76,4
13,20220209,-11.2400,687.2550,593.0100,51,2
13,20220210,-2026.7550,1183.3100,-1846.6550,147,16
13,20220211,-5524.9350,150.1100,-5503.6750,195,20
13,20220214,-1246.9500,1100.1400,-488.1400,186,14
13,20220215,6.3000,1158.2200,1144.4900,74,5
13,20220216,-190.5250,758.1700,758.1700,67,6
13,20220217,-1142.2850,21.2600,-1142.2850,84,10
13,20220218,-3654.2950,-11.2400,-1870.2650,161,10
13,20220222,-3664.0850,778.9300,-3455.9300,157,11
13,20220223,-4169.0450,-11.2400,-4147.7850,159,16
13,20220224,-11.2400,10446.9000,10446.9000,315,9
13,20220225,10.0200,8066.1850,7960.6300,188,7
13,20220228,21.2600,3728.8950,257.4650,184,10
13,20220301,-5788.9050,-68.7300,-5158.0900,191,14
13,20220302,21.2600,6181.7400,6181.7400,174,7
13,20220628,-3257.6800,-115.6050,-3257.6800,107,18
13,20220629,-971.3550,30.0900,-733.3150,106,9
13,20220630,-11.2400,2514.5200,828.1150,124,7
13,20220701,120.0100,2468.0750,2468.0750,120,8
13,20220705,-290.4850,3703.0850,3680.6050,123,8
13,20220706,-648.4200,2305.4550,2224.9200,117,6
13,20220707,-11.2400,389.0800,389.0800,33,2
13,20220708,-485.9900,179.5050,28.2000,70,8
13,20220711,-98.5900,262.2550,-1.3850,49,5
13,20220712,-13.0800,253.4750,-13.0800,67,6
13,20220713,-175.2850,896.6350,597.9550,108,9
13,20220714,-22.4800,3342.9250,3342.9250,105,4
13,20220715,-79.7800,187.8800,165.3900,39,4
13,20220718,-1008.2800,95.2200,-987.0200,48,13
13,20220719,42.7100,265.1500,184.1000,35,6
13,20220720,52.5100,940.1950,940.1950,82,9
13,20220721,21.2600,1951.9800,1951.9800,73,3
13,20220722,-1107.3750,-89.9800,-709.1400,86,13
13,20220725,-22.4800,474.7250,147.4650,59,6
13,20220726,-57.4900,265.3000,-15.1550,47,6
14,20220202,-414.3600,793.1150,793.1150,124,5
14,20220203,-11.2400,1218.2000,678.1250,125,7
14,20220204,-2404.9150,854.8550,854.8550,173,8
14,20220207,-456.7600,238.5400,238.5400,104,10
14,20220208,-13.1150,1921.9300,1714.5500,80,7
14,20220209,21.2600,565.5100,565.5100,51,3
14,20220210,-2076.7550,1133.3100,-1896.6550,147,16
14,20220211,-5547.4350,82.6100,-5526.1750,195,20
14,20220214,-801.9500,1512.6400,-75.6400,186,14
14,20220215,-11.2400,948.2200,934.4900,74,5
14,20220216,-190.5250,610.6700,610.6700,67,6
14,20220217,-629.7850,208.8100,-629.7850,84,10
14,20220218,-3524.2950,21.2600,-1740.2650,161,12
14,20220222,-3810.3350,746.4300,-3602.1800,157,11
14,20220223,-4400.2950,21.2600,-4379.0350,159,16
14,20220224,-11.2400,10446.9000,10446.9000,315,9
14,20220225,-23.7200,7456.1850,7350.6300,188,7
14,20220228,10.0200,3696.3950,237.4650,184,10
14,20220301,-5471.4050,196.2900,-4840.5900,191,14
14,20220302,-113.1050,5885.4900,5885.4900,174,7
14,20220727,-105.4650,3858.1800,3858.1800,68,6
14,20220728,21.2600,828.0300,828.0300,53,4
14,20220729,-200.9100,276.7700,276.7700,52,5
14,20220801,-406.2050,507.8250,485.3450,97,7
14,20220802,-239.2100,530.9750,-217.9500,80,14
14,20220803,-153.6900,379.2200,379.2200,47,4
14,20220804,-11.2400,811.8300,781.2150,59,3
14,20220805,-425.8700,21.2600,-274.2900,71,7
14,20220808,-309.9200,150.4100,21.9200,67,6
14,20220809,-64.9100,338.6250,334.8850,51,6
14,20220810,18.9300,174.0500,145.3800,38,5
14,20220811,-664.9550,84.8550,-656.1750,70,9
14,20220812,-209.9500,23.9800,23.9800,23,4
14,20220815,-214.8400,148.8200,-131.5950,28,6
14,20220816,-345.8300,130.0400,-89.4900,51,13
14,20220817,-276.0350,468.7250,-254.7750,85,8
14,20220818,3.8000,577.9300,577.9300,43,4
14,20220819,-373.9950,-63.7400,-340.2050,42,7
14,20220822,-209.5900,197.6000,-188.3300,42,13
14,20220823,-256.0700,254.4600,243.2600,76,6
15,20220202,-11.2400,1281.8350,1241.8650,124,5
15,20220203,-144.9400,850.7000,269.3750,125,7
15,20220204,-974.7200,2428.6050,2428.6050,173,6
15,20220207,-74.9700,941.0400,941.0400,104,10
15,20220208,-646.3750,343.3050,-417.9500,80,7
15,20220209,-110.3550,170.7150,125.5100,51,7
15,20220210,-2249.2550,563.3100,-2101.6550,147,16
15,20220211,-4088.6850,189.9550,-4067.4250,195,22
15,20220214,-11.2400,2344.5950,1078.1100,186,10
15,20220215,-55.8000,565.7200,551.9900,74,3
15,20220216,-275.0950,481.9200,481.9200,67,7
15,20220217,-572.2850,453.8100,-572.2850,84,10
15,20220218,-218.4700,1497.2350,1497.2350,161,8
15,20220222,-2020.3350,56.6700,-1812.1800,157,8
15,20220223,-962.8350,906.3400,-930.2850,159,10
15,20220224,-11.2400,6593.1500,6593.1500,315,8
15,20220225,-355.1150,2258.6950,2193.1300,188,6
15,20220228,-1863.7850,1296.6100,-1863.7850,184,10
15,20220301,-2467.6550,652.5800,-1836.8400,191,14
15,20220302,-252.7450,2735.4900,2735.4900,174,5
15,20220824,-216.1300,218.5250,218.5250,40,4
15,20220825,-186.2300,222.2950,222.2950,42,3
15,20220826,-684.8400,286.2850,-271.6000,90,7
15,20220829,-199.5000,297.7400,195.2350,86,5
15,20220830,-33.7200,781.2300,781.2300,123,10
15,20220831,-184.2700,218.0700,61.0700,107,6
15,20220901,-152.4000,1366.6350,1366.6350,101,10
15,20220902,-2152.5450,1457.1150,-1969.3050,132,9
15,20220906,-349.6550,791.5000,89.6250,150,10
15,20220907,-94.7000,756.8000,621.8900,64,8
15,20220908,97.5100,3264.8300,3264.8300,108,8
15,20220909,-17.4700,912.4050,912.4050,53,2
15,20220912,-53.6800,820.4100,793.2000,70,3
15,20220913,-1157.3050,-11.2400,-1157.3050,82,14
15,20220914,-386.0850,424.6450,-227.8100,94,13
15,20220915,-902.6200,587.5850,-902.6200,113,15
15,20220916,-480.9300,605.2750,605.2750,90,8
15,20220919,-339.8900,608.9550,513.9750,85,5
15,20220920,-490.8900,244.4600,244.4600,71,9
15,20220921,-4794.4500,3889.0850,-4751.9300,182,10
16,20220202,-11.2400,1400.6150,1400.6150,124,5
16,20220203,-179.7350,588.1800,-93.1250,125,7
16,20220204,-1246.1650,1829.8550,1829.8550,173,8
16,20220207,-503.0100,192.2900,192.2900,104,10
16,20220208,-186.3750,285.8050,-45.4500,80,7
16,20220209,-142.8550,165.5100,165.5100,51,7
16,20220210,-2241.7550,968.3100,-2061.6550,147,16
16,20220211,-5164.9350,115.1100,-5143.6750,195,20
16,20220214,-11.2400,2490.1400,901.8600,186,10
16,20220215,-169.4900,405.7200,391.9900,74,5
16,20220216,-250.0950,538.1700,538.1700,67,6
16,20220217,-572.2850,453.8100,-572.2850,84,10
16,20220218,-1799.2950,241.6200,-15.2650,161,8
16,20220222,-4317.8350,21.2600,-4109.6800,157,13
16,20220223,-2996.5450,373.7900,-2975.2850,159,16
16,20220224,-11.2400,9543.1500,9543.1500,315,9
16,20220225,-46.8350,4713.6850,4608.1300,188,7
16,20220228,-892.5350,2501.3950,-892.5350,184,10
16,20220301,-5303.9050,175.0300,-4673.0900,191,14
16,20220302,-145.6050,5411.7400,5411.7400,174,10
16,20220922,-624.2900,93.4200,93.4200,92,8
16,20220923,-769.2600,202.1700,202.1700,92,7
16,20220926,-1014.2900,427.6000,427.6000,135,10
16,20220927,-1760.9000,10.0200,-302.9150,146,5
16,20220928,18.7900,848.3700,848.3700,87,5
16,20220929,-673.4150,355.0900,-155.0900,116,10
16,20220930,-989.4950,470.3000,-968.2350,114,10
16,20221003,-36.1800,1577.5850,1366.3750,75,3
16,20221004,-7.1400,621.9000,620.6700,67,9
16,20221005,-530.9300,1223.2900,1223.2900,79,6
16,20221006,108.7600,904.4800,407.3900,114,7
16,20221007,-655.5200,71.6300,-600.4800,77,11
16,20221010,-228.4800,1246.3750,1152.2900,104,9
16,20221011,-2037.1750,177.9800,-1998.3950,98,16
16,20221012,-269.0600,353.5850,-269.0600,94,9
16,20221013,-409.9900,8424.9300,8399.9400,244,8
16,20221014,-1462.3200,150.3000,-1283.4400,156,9
16,20221017,-298.5900,59.9050,37.5450,67,7
16,20221018,-419.9300,1317.7650,623.8000,130,6
16,20221019,-56.0100,1290.9400,1290.9400,94,8
17,20220303,-3306.8800,-11.2400,-1582.1100,164,10
17,20220304,-1623.7950,468.8700,-954.5400,171,15
17,20220307,-4445.0550,-11.2400,-4423.7950,183,13
17,20220308,-2062.0700,4152.2100,859.9450,307,20
17,20220309,-23.7000,1885.5550,1849.5250,140,5
17,20220310,-1958.0600,299.3450,299.3450,122,11
17,20220311,-1543.3850,-168.7400,-1366.1100,139,9
17,20220314,-3001.5400,59.4250,-2613.2050,117,12
17,20220315,53.7600,2443.6900,2443.6900,119,8
17,20220316,-1463.5350,6808.7150,6808.7150,184,7
17,20220317,-214.2150,838.1800,838.1800,68,5
17,20220318,-33.7200,720.9850,412.3850,51,5
17,20220321,-1189.3500,523.3050,-715.7250,115,9
17,20220322,-78.6900,176.7200,176.7200,47,6
17,20220323,-36.2000,744.9950,562.5550,68,4
17,20220324,83.7600,829.1600,556.7000,45,4
17,20220325,-147.4800,381.8600,289.6300,88,11
17,20220328,-1117.5850,-7.4800,-1052.5750,55,10
17,20220329,47.5100,691.0250,53.7750,65,7
17,20220330,-23.7300,381.6700,324.1900,44,3
17,20220331,-18.7100,325.3400,221.6600,41,4
17,20220401,-593.7850,136.9350,-387.4150,71,7
17,20220404,-28.7400,108.8700,-13.5400,21,4
17,20220405,-11.2400,542.4150,256.2350,61,8
17,20220406,-172.2000,2508.6900,2437.4800,123,7
17,20220407,-922.6250,313.3600,313.3600,86,8
17,20220408,-11.2400,863.0500,731.8700,62,5
17,20220411,-92.2900,72.8900,-65.8200,43,4
17,20220412,-686.6300,280.7650,-686.6300,87,8
17,20220413,-11.2400,580.7650,52.3250,45,7
17,20220414,-401.9700,82.6300,-243.7050,67,11
17,20220418,-1532.3750,21.2600,-1532.3750,75,7
17,20220419,-29.8600,183.5950,53.6250,50,4
17,20220420,-47.4600,246.0050,122.4250,55,4
17,20220421,-4245.0500,42.5200,-4245.0500,120,13
17,20220422,-1713.4250,21.2600,-1703.4050,97,15
17,20220425,-1200.2150,3748.8750,3703.9150,204,13
17,20220426,-1255.3950,236.2950,-1234.1350,149,8
17,20220427,21.2600,2840.3450,582.6650,204,15
17,20220428,138.7900,5540.6050,5370.6950,132,3
18,20220303,-46.2000,3544.8300,3364.1400,164,8
18,20220304,48.8900,4054.2100,4054.2100,171,9
18,20220307,-218.1050,2431.1950,2419.9550,183,8
18,20220308,-1350.5700,4402.3550,4069.9450,307,16
18,20220309,-219.8550,871.9850,748.2750,140,13
18,20220310,-74.9700,2583.4300,603.0950,122,12
18,20220311,-8.7200,1588.8700,1537.6400,139,8
18,20220314,-38.0950,2153.0100,1108.0450,117,9
18,20220315,-2398.8300,-58.7400,-2398.8300,117,15
18,20220316,-7921.2750,486.2750,-7921.2750,185,13
18,20220317,-1193.3000,43.7800,-1190.6000,65,9
18,20220318,-886.3650,21.2600,-886.3650,51,11
18,20220321,-195.4950,1236.6800,931.7750,115,11
18,20220322,-64.9100,182.0850,11.1350,51,7
18,20220323,-141.1000,384.1700,218.8150,69,4
18,20220324,-190.4350,198.5250,-138.9150,46,8
18,20220325,-306.2200,349.6450,-162.8800,87,9
18,20220328,23.7600,859.7450,421.1750,55,9
18,20220329,-246.2000,196.0350,-243.7250,65,7
18,20220330,-43.6000,359.1900,347.9500,45,7
18,20220429,-157.9450,2635.7450,2635.7450,137,8
18,20220502,-4494.8500,666.7650,-4494.8500,265,9
18,20220503,-342.8350,1171.1900,614.8950,177,9
18,20220504,-20498.9700,25.6750,-20498.9700,228,27
18,20220505,-183.7000,5610.4700,5589.2400,299,12
18,20220506,-11.2400,4640.2800,2935.5700,307,14
18,20220509,-2291.9100,10.0200,-1275.2600,224,12
18,20220510,-2134.0400,1301.0950,16.8600,311,13
18,20220511,-76.0200,4291.2300,4291.2300,248,9
18,20220512,0.0300,4978.6200,2707.0750,270,9
18,20220513,-3439.9900,-4.3050,-3439.9900,126,17
18,20220516,-1108.8050,1182.7400,1171.5000,150,11
18,20220517,-3200.0900,310.0900,-3200.0900,116,21
18,20220518,161.2600,2638.4150,2612.1850,156,10
18,20220519,-1550.9450,798.4050,-352.4300,257,17
18,20220520,21.2600,3564.4600,356.9700,197,12
18,20220523,-697.9300,777.0650,-196.1100,139,11
18,20220524,-1335.9750,350.3200,-366.8900,186,9
18,20220525,-2470.2150,1797.7650,-2410.7500,175,10
18,20220526,-614.7500,42.5300,-419.5000,50,14
19,20220303,-545.4700,257.7500,177.2650,164,7
19,20220304,-572.0250,203.3700,-32.0400,171,14
19,20220307,-1971.4800,26.3200,-1615.0450,183,13
19,20220308,-3584.2250,1742.2050,-3128.8050,307,11
19,20220309,-23.7000,1089.4150,1005.7750,140,6
19,20220310,-608.8150,1023.0950,1023.0950,122,6
19,20220311,-363.7000,882.6100,805.1400,139,8
19,20220314,-1437.3050,59.1900,-1189.4550,117,6
19,20220315,-294.0200,565.5050,489.9200,117,9
19,20220316,-1026.1550,5681.8400,5681.8400,184,5
19,20220317,-28.7200,714.4700,714.4700,72,4
19,20220318,-33.7200,389.0500,7.3850,51,8
19,20220321,-519.5600,164.5150,-318.2250,115,5
19,20220322,-130.5150,244.8250,169.8850,51,6
19,20220323,-53.8050,439.0600,222.5650,69,6
19,20220324,-278.7100,206.6400,-130.8000,45,6
19,20220325,-306.2200,121.9300,-60.3800,87,11
19,20220328,-415.0850,126.3300,-350.0750,55,6
19,20220329,47.5100,951.1350,556.2750,65,7
19,20220330,21.2600,541.6800,530.4400,44,3
19,20220527,-250.9000,107.5600,-240.8800,37,4
19,20220531,-13.7300,1895.9200,1743.7100,121,7
19,20220601,-455.9700,1121.1700,1037.5300,128,5
19,20220602,141.8850,972.6500,663.2700,77,8
19,20220603,-316.0050,72.2150,-97.7400,101,8
19,20220606,-721.6450,736.4450,664.0350,91,5
19,20220607,-580.5700,300.0900,-559.3100,69,6
19,20220608,-32.4700,575.2900,333.4600,96,9
19,20220609,-736.4600,131.9450,-715.2000,105,12
19,20220610,21.2600,1829.9800,1829.9800,123,4
19,20220613,-353.7150,1245.8450,-353.7150,191,8
19,20220614,-802.7950,123.2750,-733.4100,159,11
19,20220615,-966.3050,6465.9650,4409.3750,250,8
19,20220616,-190.4950,811.0200,321.5500,155,12
19,20220617,-287.5150,1290.5800,1154.3700,187,7
19,20220621,0.0400,395.2800,81.1850,56,4
19,20220622,-376.0400,450.2650,450.2650,89,8
19,20220623,-182.2300,302.6100,-42.1450,98,6
19,20220624,-255.8800,52.5300,-172.1100,39,6
19,20220627,73.7600,507.2250,310.8800,88,9
20,20220303,-266.2000,1851.0600,1272.8900,164,8
20,20220304,-626.2950,2022.8900,1857.9600,171,7
20,20220307,-1102.7300,26.3200,-911.2950,183,13
20,20220308,-2273.5900,3323.1850,3017.4450,307,11
20,20220309,-376.4450,819.5250,819.5250,140,9
20,20220310,-428.0400,896.8450,896.8450,122,6
20,20220311,-19.9600,1094.4100,778.8900,139,8
20,20220314,-133.7650,628.0100,191.7950,117,12
20,20220315,-1445.7350,-58.7400,-1301.3300,117,8
20,20220316,-362.4050,4238.1000,4238.1000,185,5
20,20220317,-149.2150,539.1900,464.4700,72,7
20,20220318,-1.2200,417.2450,321.8000,55,6
20,20220321,-990.7450,81.9350,-859.4750,115,9
20,20220322,-224.2350,81.0750,78.6350,51,5
20,20220323,-114.9250,300.3500,-114.9250,70,6
20,20220324,-311.2100,178.5850,178.5850,46,4
20,20220325,-11.2400,1169.3500,779.6200,87,9
20,20220328,-28.7400,284.7450,128.7150,59,7
20,20220329,47.5100,717.2750,390.0150,64,12
20,20220330,-11.2400,281.4600,95.4500,45,6
20,20220628,-1978.0700,121.9250,-1795.1800,107,7
20,20220629,-325.1550,73.8700,-94.5650,106,7
20,20220630,-249.1850,925.3550,756.8650,124,6
20,20220701,120.0100,705.1550,655.5750,120,6
20,20220705,-263.4800,1188.4700,698.1050,123,6
20,20220706,-952.8500,101.8850,-357.5800,117,8
20,20220707,-68.6700,193.4550,193.4550,33,7
20,20220708,-659.3000,46.3300,-659.3000,70,8
20,20220711,-43.5900,383.5550,291.1150,49,4
20,20220712,-11.2400,230.6300,185.6700,67,9
20,20220713,21.2600,697.6950,57.9550,108,7
20,20220714,-778.5300,272.5700,-202.0750,105,5
20,20220715,-278.3600,35.0500,-278.3600,39,8
20,20220718,-99.8800,585.9750,141.6900,44,8
20,20220719,-244.6800,42.6500,-212.1500,35,8
20,20220720,-69.9500,469.1800,223.9450,82,7
20,20220721,-526.7150,42.5200,-375.5200,73,8
20,20220722,-282.4500,61.3400,-221.6400,86,5
20,20220725,-27.6950,393.7150,393.7150,59,4
20,20220726,41.2700,837.3150,789.8450,47,4
21,20220303,21.2600,4439.8300,4136.6400,164,8
21,20220304,106.2700,2425.4600,2425.4600,171,9
21,20220307,21.2600,3382.4450,3371.2050,183,6
21,20220308,-5875.0500,1535.2800,-3172.5550,307,17
21,20220309,-1043.6050,258.2350,134.5250,140,13
21,20220310,25.0600,2608.4300,628.0950,122,12
21,20220311,163.7600,1962.6400,1962.6400,139,8
21,20220314,-11.2400,2459.2600,1633.0450,117,9
21,20220315,-2734.4550,-58.7400,-2734.4550,117,15
21,20220316,-5863.7750,436.6400,-5863.7750,185,5
21,20220317,-985.8800,73.8600,-671.7700,73,9
21,20220318,-1068.8650,63.7800,-1068.8650,51,15
21,20220321,-462.9950,1680.8300,1533.0250,115,13
21,20220322,-32.4100,226.0750,86.1350,51,6
21,20220323,-136.1000,733.8150,733.8150,69,8
21,20220324,-594.1850,-88.7400,-542.6650,46,7
21,20220325,-147.4800,662.1450,302.1200,87,9
21,20220328,12.5200,682.2450,141.1750,55,10
21,20220329,-920.6000,-52.4900,-920.6000,65,9
21,20220330,-11.2400,532.9200,532.9200,42,3
21,20220727,-3627.4450,152.7000,-3627.4450,68,15
21,20220728,-1059.4700,-1.2200,-1059.4700,53,11
21,20220729,-420.7300,242.7000,-420.7300,52,11
21,20220801,-223.6500,853.7350,44.0950,97,17
21,20220802,-956.5350,7.0400,-4.2000,80,10
21,20220803,-1090.7800,42.5200,-1090.7800,47,20
21,20220804,-550.9900,21.2600,-292.5350,59,10
21,20220805,-11.2400,705.2300,413.2100,71,9
21,20220808,50.0100,1849.3700,1684.4200,67,5
21,20220809,8.7700,312.1950,192.3850,51,7
21,20220810,-12.4300,124.1000,26.6400,39,4
21,20220811,-237.4000,687.5350,675.0750,70,8
21,20220812,-509.8100,21.2600,-406.0300,22,8
21,20220815,-537.2300,5.0300,-537.2300,27,13
21,20220816,-514.8100,31.2800,-269.4900,51,9
21,20220817,21.2600,1060.2150,1048.9750,85,4
21,20220818,-192.3600,155.2600,-20.8300,42,6
21,20220819,-242.2600,32.6000,-27.0700,43,14
21,20220822,-226.0800,149.1400,134.1700,42,5
21,20220823,21.2600,566.7900,398.2600,76,9
22,20220303,-298.7000,3057.3300,2920.3900,164,7
22,20220304,117.5100,2765.4600,2765.4600,171,7
22,20220307,-1968.9800,-11.2400,-1545.0450,183,13
22,20220308,-3215.4750,31.2800,-2920.0550,307,10
22,20220309,-23.7000,1234.8100,1087.0250,140,6
22,20220310,-74.9700,3369.3250,3146.8450,122,5
22,20220311,-31.2000,1238.8800,1198.8900,139,8
22,20220314,-404.1950,876.7600,150.5450,117,5
22,20220315,-512.1450,418.6400,299.3150,119,10
22,20220316,-1408.4300,1287.4750,1287.4750,185,10
22,20220317,-310.3350,697.6250,697.6250,75,7
22,20220318,-43.4900,283.5950,89.8950,52,4
22,20220321,-397.9950,172.8800,-131.9750,115,9
22,20220322,-64.9100,295.4100,260.4700,47,5
22,20220323,-151.3150,349.0700,101.3150,69,7
22,20220324,-241.4150,107.2650,-241.4150,46,7
22,20220325,-309.2100,340.8550,-184.1300,87,9
22,20220328,-28.7400,1023.6050,818.6750,55,3
22,20220329,47.5100,571.7700,378.1500,65,5
22,20220330,-11.2400,435.4200,435.4200,42,3
22,20220824,-12.4600,447.2550,447.2550,38,5
22,20220825,-186.2300,217.2250,202.2950,42,4
22,20220826,-696.0800,278.3600,245.9000,90,7
22,20220829,-382.0000,308.9300,107.7350,86,8
22,20220830,-33.7200,405.6200,378.7300,123,10
22,20220831,-410.5100,98.8400,-323.9300,107,7
22,20220901,-64.9200,1139.1050,1061.6350,101,5
22,20220902,-630.0450,1754.6250,300.6950,132,8
22,20220906,85.3450,1021.2550,502.1250,150,8
22,20220907,55.0100,580.5100,326.8900,64,5
22,20220908,96.2900,3099.8300,3099.8300,108,7
22,20220909,5.0100,695.4400,620.5200,52,4
22,20220912,-21.1800,613.0900,571.3250,70,4
22,20220913,-236.5350,955.1950,955.1950,82,10
22,20220914,21.2600,612.3050,457.1900,94,4
22,20220915,-908.8650,545.0850,212.3800,113,9
22,20220916,-419.7500,42.5200,-169.7250,90,7
22,20220919,-307.3900,543.9450,405.2250,85,4
22,20220920,-198.0400,228.0100,-198.0400,71,5
22,20220921,-2220.7200,1431.8550,-2178.2000,180,13
23,20220303,-298.7000,3367.8600,3324.1400,164,7
23,20220304,-619.2050,1427.0350,1024.2100,171,10
23,20220307,-1776.4800,-11.2400,-1653.7950,183,8
23,20220308,-4150.2450,31.2800,-3908.8050,307,10
23,20220309,8.8000,1383.1650,1332.0250,140,6
23,20220310,-74.9700,3291.8250,3069.3450,122,5
23,20220311,-19.9600,815.1100,812.6400,139,9
23,20220314,-692.9350,664.2600,71.7950,117,5
23,20220315,-461.5200,501.7650,382.4400,119,8
23,20220316,-1083.6550,5033.0900,5033.0900,184,5
23,20220317,-592.8450,406.3250,406.3250,70,7
23,20220318,-153.8650,158.5750,-132.6050,52,7
23,20220321,-228.7200,561.7750,561.7750,115,5
23,20220322,-64.9100,119.1600,84.2200,47,5
23,20220323,-117.5750,382.8100,135.0550,68,7
23,20220324,-278.7100,83.5250,-253.9150,46,6
23,20220325,-306.2200,389.6450,-157.8800,87,10
23,20220328,-28.7400,703.5850,436.1750,55,3
23,20220329,47.5100,768.0100,373.1500,65,7
23,20220330,-11.2400,367.9400,367.9400,44,3
23,20220922,-466.6400,0.8150,-435.3300,92,8
23,20220923,-49.4600,887.1700,887.1700,92,8
23,20220926,-729.8600,837.6000,837.6000,135,11
23,20220927,-1001.1100,691.6000,315.8350,146,8
23,20220928,-324.4600,188.9500,-184.1300,87,10
23,20220929,-772.2350,322.5900,-348.8400,116,9
23,20220930,-666.9950,309.0300,-645.7350,114,7
23,20221003,-21.1800,874.9750,595.1250,75,6
23,20221004,-4.9900,299.2700,188.1700,67,4
23,20221005,-359.6700,345.1100,-170.4600,79,8
23,20221006,108.7600,1492.2100,1404.8900,114,6
23,20221007,-523.5900,144.4800,99.5200,77,5
23,20221010,-159.9500,1323.9550,1254.7900,104,5
23,20221011,-1505.9050,152.5800,-1493.3950,98,12
23,20221012,-44.9600,437.3950,-6.5600,94,7
23,20221013,405.0100,6441.0600,6281.1900,244,8
23,20221014,-293.5800,1101.1150,575.3100,156,7
23,20221017,-452.2700,22.5800,-349.9550,67,7
23,20221018,-449.9300,736.3250,656.3000,130,10
23,20221019,-191.1500,896.0650,463.4400,94,11
24,20220331,-18.7100,207.7200,66.0650,44,6
24,20220401,-627.9050,64.4250,-283.7150,66,8
24,20220404,-23.5600,81.3300,7.7200,22,3
24,20220405,-123.7650,187.0150,-123.7650,61,6
24,20220406,-188.5500,2246.1900,2174.9800,123,7
24,20220407,-495.2250,1255.8600,1255.8600,86,8
24,20220408,-11.2400,583.4150,169.3700,62,5
24,20220411,-203.3400,68.8400,-182.0800,42,6
24,20220412,-1562.2450,280.7650,-1562.2450,88,11
24,20220413,-11.2400,673.3150,429.8250,45,5
24,20220414,-61.5750,142.5050,30.0450,67,5
24,20220418,-999.8750,-11.2400,-999.8750,75,8
24,20220419,25.0100,401.1050,271.1350,51,4
24,20220420,-260.0850,223.4450,-190.0650,56,6
24,20220421,-4078.8100,-11.2400,-4078.8100,119,13
24,20220422,-2000.9250,21.2600,-1990.9050,97,8
24,20220425,-1200.2150,4115.1250,4070.1650,204,13
24,20220426,-1460.3950,107.4950,-1439.1350,149,8
24,20220427,21.2600,2557.1000,293.9150,204,15
24,20220428,138.7900,4140.6250,3960.6950,132,5
24,20220429,-3474.2950,314.5550,-3454.2550,137,15
24,20220502,-5630.2200,-11.2400,-474.8500,265,11
24,20220503,-33.7200,1819.8800,1671.1450,177,8
24,20220504,-43.0850,22429.7800,22429.7800,228,6
24,20220505,-4675.7800,21.2600,-4664.5100,299,11
24,20220506,-2521.0000,1989.0100,-750.6800,307,14
24,20220509,-1114.0100,1115.1750,-1114.0100,224,14
24,20220510,-2631.9650,2510.9900,813.1100,311,10
24,20220511,-5483.7700,147.6100,-5483.7700,248,12
24,20220512,-6235.2000,333.3150,-3817.9250,270,11
24,20220513,-1027.9200,1375.0100,1375.0100,126,10
24,20220516,-118.0350,3068.7300,2609.0000,150,6
24,20220517,-44.9600,3976.1600,3976.1600,116,4
24,20220518,-4381.5850,-166.2400,-4350.3150,156,11
24,20220519,20.0100,6614.0550,5581.3200,257,10
24,20220520,-4106.5900,-11.2400,-1546.7800,197,19
24,20220523,130.0100,2413.5950,2245.1400,139,7
24,20220524,-17.4500,4663.1100,4663.1100,186,13
24,20220525,-1067.1000,4307.3050,4276.7500,175,8
24,20220526,21.2600,402.9700,346.7500,50,7
25,20220331,-18.7100,392.2450,288.5650,44,4
25,20220401,-552.9250,146.9450,-178.7150,66,10
25,20220404,-34.9300,90.1300,0.2200,22,4
25,20220405,-468.7650,170.0900,-468.7650,61,6
