split_idx,day,pnl,n_trades,hold_skips,time_skips,dsl_skips,dsl_triggered,total_bars
5,20220701,2245.5750,120,682,746,0,False,4630
5,20220705,2676.8550,123,684,744,0,False,4630
5,20220706,1517.4200,117,708,732,0,False,4630
5,20220707,217.2050,33,776,580,0,False,4630
5,20220708,-9.3000,70,710,620,0,False,4630
5,20220711,-78.2500,50,730,686,0,False,4630
5,20220712,-15.5800,67,719,721,0,False,4630
5,20220713,620.4550,108,705,720,0,False,4630
5,20220714,1764.1750,105,696,666,0,False,4630
5,20220715,201.6400,39,801,638,0,False,4630
5,20220718,-822.0400,46,745,680,0,False,4630
5,20220719,87.8800,38,743,766,0,False,4630
5,20220720,560.1950,82,656,770,0,False,4630
5,20220721,1586.9800,73,682,660,0,False,4630
5,20220722,43.3600,86,690,613,0,False,4630
5,20220725,172.4650,59,683,704,0,False,4630
5,20220726,109.8450,47,528,895,0,False,4630
6,20220103,112.5550,68,822,352,0,False,4630
6,20220104,708.1000,60,609,802,0,False,4630
6,20220105,-52.7350,39,39,1381,0,False,4630
6,20220106,-469.1550,147,76,1336,0,False,4630
6,20220107,993.4100,91,239,986,0,False,4630
6,20220110,170.5350,116,38,1380,0,False,4630
6,20220111,-2111.0650,81,511,0,3035,True,4630
6,20220112,1022.1200,87,198,1218,0,False,4630
6,20220113,1250.4650,109,35,1398,0,False,4630
6,20220114,1614.0400,154,44,1372,0,False,4630
6,20220118,86.9150,129,29,1346,0,False,4630
6,20220119,4097.9150,104,47,1354,0,False,4630
6,20220120,-908.4650,91,23,1383,0,False,4630
6,20220121,-2003.0900,66,26,0,3999,True,4630
6,20220124,-2047.4850,189,20,0,3420,True,4630
6,20220125,2129.7500,350,20,1400,0,False,4630
6,20220126,402.8100,156,15,1424,0,False,4630
6,20220127,2775.6700,317,38,1392,0,False,4630
6,20220128,-2000.7850,109,20,0,3755,True,4630
6,20220131,-482.2050,92,87,1338,0,False,4630
6,20220201,-460.9400,156,88,1344,0,False,4630
6,20220727,-2076.9700,53,653,0,1074,True,4630
6,20220728,-214.4700,53,408,991,0,False,4630
6,20220729,-308.2300,52,704,731,0,False,4630
6,20220801,-518.4050,97,711,724,0,False,4630
6,20220802,-515.4500,80,677,739,0,False,4630
6,20220803,-793.2800,47,658,728,0,False,4630
6,20220804,-396.2850,59,724,675,0,False,4630
6,20220805,288.2100,71,698,739,0,False,4630
6,20220808,1361.9200,67,706,691,0,False,4630
6,20220809,9.8850,51,699,669,0,False,4630
6,20220810,-87.1200,38,697,542,0,False,4630
6,20220811,981.3250,70,692,715,0,False,4630
6,20220812,-381.0200,23,837,597,0,False,4630
6,20220815,-493.4600,29,907,464,0,False,4630
6,20220816,-404.5100,49,782,723,0,False,4630
6,20220817,937.7250,85,716,673,0,False,4630
6,20220818,-64.5900,41,732,560,0,False,4630
6,20220819,92.9500,45,720,677,0,False,4630
6,20220822,-213.3300,42,706,720,0,False,4630
6,20220823,295.7600,76,716,718,0,False,4630
7,20220103,700.0550,68,827,347,0,False,4630
7,20220104,428.1000,60,634,777,0,False,4630
7,20220105,-113.3300,42,40,1382,0,False,4630
7,20220106,-431.6550,147,68,1344,0,False,4630
7,20220107,517.1600,91,248,977,0,False,4630
7,20220110,-1085.7150,116,38,1380,0,False,4630
7,20220111,-2011.1350,74,521,0,3152,True,4630
7,20220112,197.1200,87,210,1206,0,False,4630
7,20220113,-94.5350,109,32,1401,0,False,4630
7,20220114,1557.7900,154,42,1374,0,False,4630
7,20220118,223.1650,129,33,1342,0,False,4630
7,20220119,-263.3350,104,44,1357,0,False,4630
7,20220120,-573.4650,91,28,1378,0,False,4630
7,20220121,-2049.2350,139,25,0,3405,True,4630
7,20220124,-2009.3300,192,20,0,3386,True,4630
7,20220125,2201.0000,350,20,1400,0,False,4630
7,20220126,-805.9400,156,14,1425,0,False,4630
7,20220127,4743.1700,317,38,1392,0,False,4630
7,20220128,-2205.9050,97,20,0,3845,True,4630
7,20220131,380.2950,92,67,1358,0,False,4630
7,20220201,-2007.1550,97,91,0,3425,True,4630
7,20220824,552.2550,38,779,641,0,False,4630
7,20220825,296.0450,42,834,678,0,False,4630
7,20220826,8.4000,90,656,696,0,False,4630
7,20220829,172.7350,86,689,735,0,False,4630
7,20220830,656.2300,123,671,741,0,False,4630
7,20220831,-258.9300,107,668,768,0,False,4630
7,20220901,1171.6350,101,689,735,0,False,4630
7,20220902,2168.1950,132,676,757,0,False,4630
7,20220906,2095.8750,150,678,735,0,False,4630
7,20220907,654.3900,64,694,627,0,False,4630
7,20220908,2957.3300,108,725,718,0,False,4630
7,20220909,714.9050,53,812,616,0,False,4630
7,20220912,226.9500,70,726,609,0,False,4630
7,20220913,-1020.3900,86,648,701,0,False,4630
7,20220914,-310.9450,93,685,678,0,False,4630
7,20220915,-535.1200,113,552,882,0,False,4630
7,20220916,472.7750,90,690,736,0,False,4630
7,20220919,475.2250,85,652,785,0,False,4630
7,20220920,-380.5400,71,666,756,0,False,4630
7,20220921,-2216.5850,154,746,0,1072,True,4630
8,20220103,782.5550,68,822,352,0,False,4630
8,20220104,529.3500,60,623,788,0,False,4630
8,20220105,-60.8300,42,38,1381,0,False,4630
8,20220106,-651.6550,147,71,1341,0,False,4630
8,20220107,394.6600,91,244,981,0,False,4630
8,20220110,788.0350,116,37,1381,0,False,4630
8,20220111,-2093.5950,78,511,0,3062,True,4630
8,20220112,27.1200,87,187,1229,0,False,4630
8,20220113,210.4650,109,29,1404,0,False,4630
8,20220114,1746.5400,154,41,1375,0,False,4630
8,20220118,424.4150,129,25,1350,0,False,4630
8,20220119,604.1650,104,44,1357,0,False,4630
8,20220120,-1230.9650,91,20,1386,0,False,4630
8,20220121,429.7050,283,22,1417,0,False,4630
8,20220124,-2016.4450,168,17,0,3574,True,4630
8,20220125,-276.5000,350,19,1401,0,False,4630
8,20220126,-867.1900,156,13,1426,0,False,4630
8,20220127,5471.9200,317,38,1392,0,False,4630
8,20220128,-2238.4050,97,17,0,3848,True,4630
8,20220131,720.2950,92,80,1345,0,False,4630
8,20220201,-1087.1900,156,66,1366,0,False,4630
8,20220922,203.4200,92,679,756,0,False,4630
8,20220923,579.6700,92,618,811,0,False,4630
8,20220926,940.1000,135,584,850,0,False,4630
8,20220927,1925.8350,146,654,777,0,False,4630
8,20220928,275.8700,87,640,781,0,False,4630
8,20220929,-465.0900,116,627,800,0,False,4630
8,20220930,-663.2350,114,610,821,0,False,4630
8,20221003,818.8750,75,666,760,0,False,4630
8,20221004,450.0350,66,659,774,0,False,4630
8,20221005,1223.2900,79,647,793,0,False,4630
8,20221006,917.3900,114,626,792,0,False,4630
8,20221007,-322.9800,77,674,755,0,False,4630
8,20221010,811.0300,103,694,750,0,False,4630
8,20221011,-789.6450,98,681,759,0,False,4630
8,20221012,168.4400,94,698,730,0,False,4630
8,20221013,5194.9400,244,670,763,0,False,4630
8,20221014,1102.8100,156,672,744,0,False,4630
8,20221017,-282.4550,67,704,730,0,False,4630
8,20221018,-1843.7000,130,567,870,0,False,4630
8,20221019,1248.4400,94,536,864,0,False,4630
9,20220202,881.8650,124,70,1321,0,False,4630
9,20220203,120.6250,125,52,1346,0,False,4630
9,20220204,1377.3550,173,73,1367,0,False,4630
9,20220207,-112.7100,104,88,1256,0,False,4630
9,20220208,1217.0500,80,48,1333,0,False,4630
9,20220209,414.2600,51,511,901,0,False,4630
9,20220210,-1364.1550,147,19,1416,0,False,4630
9,20220211,-2209.3250,130,18,0,2215,True,4630
9,20220214,544.3600,186,19,1421,0,False,4630
9,20220215,1147.6150,74,325,1079,0,False,4630
9,20220216,239.4200,67,102,1338,0,False,4630
9,20220217,-224.7850,84,177,1235,0,False,4630
9,20220218,-2008.6650,71,33,0,3595,True,4630
9,20220222,-2093.2050,117,19,0,2735,True,4630
9,20220223,-2061.6750,20,24,0,4362,True,4630
9,20220224,10283.1500,315,39,1390,0,False,4630
9,20220225,5943.1300,188,42,1397,0,False,4630
9,20220228,-177.5350,184,18,1419,0,False,4630
9,20220301,-2003.7450,63,20,0,3888,True,4630
9,20220302,5575.4900,174,27,1371,0,False,4630
9,20220303,-2119.6700,33,41,0,4198,True,4630
9,20220304,1104.2100,171,20,1408,0,False,4630
9,20220307,-2077.8900,86,23,0,3433,True,4630
9,20220308,-2063.3600,39,19,0,4368,True,4630
9,20220309,2122.0250,140,94,1323,0,False,4630
9,20220310,484.3450,122,45,1380,0,False,4630
9,20220311,-628.6100,139,339,1101,0,False,4630
9,20220314,-2013.6250,75,673,0,2092,True,4630
9,20220315,1696.1700,117,679,608,0,False,4630
9,20220316,6744.3500,185,633,803,0,False,4630
9,20220317,1098.8250,70,614,747,0,False,4630
9,20220318,232.3950,52,713,726,0,False,4630
9,20220321,-1338.2250,115,683,630,0,False,4630
9,20220322,351.1350,51,706,699,0,False,4630
9,20220323,-63.6850,69,718,727,0,False,4630
9,20220324,541.0850,46,735,682,0,False,4630
9,20220325,-35.3800,87,713,718,0,False,4630
9,20220328,288.6750,55,714,707,0,False,4630
9,20220329,426.2750,65,754,667,0,False,4630
9,20220330,276.7400,49,751,681,0,False,4630
10,20220202,680.6150,124,58,1333,0,False,4630
10,20220203,114.3750,125,42,1356,0,False,4630
10,20220204,-2044.4600,54,104,0,3925,True,4630
10,20220207,-130.2100,104,102,1242,0,False,4630
10,20220208,2349.5500,80,54,1327,0,False,4630
10,20220209,744.2600,51,468,944,0,False,4630
10,20220210,-1814.1550,147,10,1425,0,False,4630
10,20220211,-2093.1250,125,5,0,2351,True,4630
10,20220214,-263.1400,186,14,1426,0,False,4630
10,20220215,953.2400,74,288,1112,0,False,4630
10,20220216,940.6700,67,99,1341,0,False,4630
10,20220217,-1187.2850,84,171,1241,0,False,4630
10,20220218,-2040.7000,55,20,0,3906,True,4630
10,20220222,-2027.7000,105,10,0,3082,True,4630
10,20220223,-2029.1750,20,25,0,4361,True,4630
10,20220224,10479.4000,315,21,1408,0,False,4630
10,20220225,8686.8800,188,39,1400,0,False,4630
10,20220228,494.9650,184,11,1426,0,False,4630
10,20220301,-2074.5100,49,4,0,4044,True,4630
10,20220302,6740.4900,174,21,1377,0,False,4630
10,20220331,-280.1850,44,606,822,0,False,4630
10,20220401,-394.9650,66,697,716,0,False,4630
10,20220404,320.2200,22,719,629,0,False,4630
10,20220405,-1178.7650,61,704,697,0,False,4630
10,20220406,2449.9800,123,686,751,0,False,4630
10,20220407,1693.3600,86,702,724,0,False,4630
10,20220408,251.8700,62,671,767,0,False,4630
10,20220411,-214.5800,42,672,744,0,False,4630
10,20220412,-2018.6150,76,697,0,1066,True,4630
10,20220413,1122.3250,45,688,739,0,False,4630
10,20220414,-547.4550,67,712,711,0,False,4630
10,20220418,-1252.3750,75,599,814,0,False,4630
10,20220419,388.6350,51,586,847,0,False,4630
10,20220420,-67.5650,56,563,875,0,False,4630
10,20220421,-2099.6300,37,600,0,2907,True,4630
10,20220422,-2030.6400,61,536,0,2098,True,4630
10,20220425,4135.1650,204,670,766,0,False,4630
10,20220426,-1481.6350,149,377,1063,0,False,4630
10,20220427,497.6650,204,397,1004,0,False,4630
10,20220428,6363.1950,132,171,1267,0,False,4630
11,20220202,644.3650,124,82,1309,0,False,4630
11,20220203,664.3750,125,50,1348,0,False,4630
11,20220204,-2044.4600,54,100,0,3929,True,4630
11,20220207,219.7900,104,114,1230,0,False,4630
11,20220208,1954.5500,80,76,1305,0,False,4630
11,20220209,694.2600,51,438,974,0,False,4630
11,20220210,-2005.5150,136,12,0,1721,True,4630
11,20220211,-2138.1150,126,2,0,2327,True,4630
11,20220214,-374.3900,186,14,1426,0,False,4630
11,20220215,1149.4900,74,315,1085,0,False,4630
11,20220216,790.6700,67,111,1329,0,False,4630
11,20220217,-1244.7850,84,136,1276,0,False,4630
11,20220218,-2008.7050,67,20,0,3688,True,4630
11,20220222,-2008.8700,113,11,0,2933,True,4630
11,20220223,-2029.1750,20,36,0,4350,True,4630
11,20220224,10421.9000,315,15,1414,0,False,4630
11,20220225,7918.1300,188,39,1400,0,False,4630
11,20220228,269.9650,184,10,1427,0,False,4630
11,20220301,-2074.5100,49,4,0,4044,True,4630
11,20220302,5771.7400,174,46,1352,0,False,4630
11,20220429,-2042.6700,108,560,0,1655,True,4630
11,20220502,-2027.7550,37,605,0,3622,True,4630
11,20220503,1704.8950,177,549,866,0,False,4630
11,20220504,22401.0300,228,692,745,0,False,4630
11,20220505,-2051.0150,86,532,0,3275,True,4630
11,20220506,-2088.3150,231,630,0,1729,True,4630
11,20220509,-917.7600,224,576,860,0,False,4630
11,20220510,-2009.3300,67,594,0,3418,True,4630
11,20220511,-2143.9800,102,609,0,2763,True,4630
11,20220512,-2241.3950,48,515,0,3593,True,4630
11,20220513,1268.7600,126,679,755,0,False,4630
11,20220516,2187.7500,150,692,648,0,False,4630
11,20220517,4224.9100,116,711,706,0,False,4630
11,20220518,-2003.4000,35,559,0,3397,True,4630
11,20220519,5597.5700,257,625,813,0,False,4630
11,20220520,-2001.4250,45,590,0,3265,True,4630
11,20220523,2206.3900,139,705,721,0,False,4630
11,20220524,4879.3600,186,653,774,0,False,4630
11,20220525,4653.0000,175,516,916,0,False,4630
11,20220526,469.2500,50,694,725,0,False,4630
12,20220202,1175.6150,124,49,1342,0,False,4630
12,20220203,76.8750,125,59,1339,0,False,4630
12,20220204,-2008.6750,70,92,0,3791,True,4630
12,20220207,67.2900,104,85,1259,0,False,4630
12,20220208,1649.5500,80,71,1310,0,False,4630
12,20220209,365.5100,51,385,1027,0,False,4630
12,20220210,-1356.6550,147,16,1419,0,False,4630
12,20220211,-2229.3450,128,3,0,2264,True,4630
12,20220214,1038.1100,186,15,1425,0,False,4630
12,20220215,834.4900,74,241,1159,0,False,4630
12,20220216,424.4200,67,103,1337,0,False,4630
12,20220217,-699.7850,84,130,1282,0,False,4630
12,20220218,-2045.6200,63,20,0,3717,True,4630
12,20220222,-2011.3700,113,13,0,2931,True,4630
12,20220223,-2072.1400,36,28,0,4106,True,4630
12,20220224,9750.6500,315,10,1419,0,False,4630
12,20220225,5868.1300,188,26,1413,0,False,4630
12,20220228,108.7150,184,13,1424,0,False,4630
12,20220301,-2051.2550,62,11,0,3900,True,4630
12,20220302,4861.7400,174,28,1370,0,False,4630
12,20220527,386.6200,37,708,716,0,False,4630
12,20220531,1522.4600,121,589,827,0,False,4630
12,20220601,462.5300,128,683,718,0,False,4630
12,20220602,2630.7700,77,727,713,0,False,4630
12,20220603,-586.4900,101,690,745,0,False,4630
12,20220606,-578.4650,91,697,740,0,False,4630
12,20220607,154.4400,69,703,727,0,False,4630
12,20220608,529.7100,96,719,714,0,False,4630
12,20220609,-1506.4500,105,705,724,0,False,4630
12,20220610,812.4800,123,636,779,0,False,4630
12,20220613,-531.2150,191,529,888,0,False,4630
12,20220614,-430.9100,159,655,781,0,False,4630
12,20220615,9871.8850,251,654,785,0,False,4630
12,20220616,-1075.9500,155,313,1125,0,False,4630
12,20220617,1933.1200,187,630,808,0,False,4630
12,20220621,-71.3150,56,710,716,0,False,4630
12,20220622,-333.4850,89,685,743,0,False,4630
12,20220623,435.3550,98,718,708,0,False,4630
12,20220624,162.2650,39,749,657,0,False,4630
12,20220627,403.3800,88,694,729,0,False,4630
13,20220202,713.1150,124,55,1336,0,False,4630
13,20220203,224.3750,125,56,1342,0,False,4630
13,20220204,-2076.9600,54,103,0,3926,True,4630
13,20220207,124.7900,104,92,1252,0,False,4630
13,20220208,2143.2600,76,58,1326,0,False,4630
13,20220209,593.0100,51,647,765,0,False,4630
13,20220210,-2009.2750,135,12,0,1733,True,4630
13,20220211,-2105.6150,126,6,0,2323,True,4630
13,20220214,-488.1400,186,14,1426,0,False,4630
13,20220215,1144.4900,74,304,1096,0,False,4630
13,20220216,758.1700,67,74,1367,0,False,4630
13,20220217,-1142.2850,84,172,1240,0,False,4630
13,20220218,-2040.7000,55,21,0,3905,True,4630
13,20220222,-2021.4300,107,11,0,2974,True,4630
13,20220223,-2029.1750,20,30,0,4356,True,4630
13,20220224,10446.9000,315,11,1418,0,False,4630
13,20220225,7960.6300,188,22,1417,0,False,4630
13,20220228,257.4650,184,13,1424,0,False,4630
13,20220301,-2074.5100,49,11,0,4037,True,4630
13,20220302,6181.7400,174,18,1380,0,False,4630
13,20220628,-2007.8050,32,694,0,3155,True,4630
13,20220629,-733.3150,106,722,702,0,False,4630
13,20220630,828.1150,124,586,811,0,False,4630
13,20220701,2468.0750,120,687,741,0,False,4630
13,20220705,3680.6050,123,676,752,0,False,4630
13,20220706,2224.9200,117,704,734,0,False,4630
13,20220707,389.0800,33,763,602,0,False,4630
13,20220708,28.2000,70,703,627,0,False,4630
13,20220711,-1.3850,49,720,694,0,False,4630
13,20220712,-13.0800,67,708,732,0,False,4630
13,20220713,597.9550,108,696,729,0,False,4630
13,20220714,3342.9250,105,696,666,0,False,4630
13,20220715,165.3900,39,816,626,0,False,4630
13,20220718,-987.0200,48,697,670,0,False,4630
13,20220719,184.1000,35,698,762,0,False,4630
13,20220720,940.1950,82,662,764,0,False,4630
13,20220721,1951.9800,73,671,671,0,False,4630
13,20220722,-709.1400,86,694,609,0,False,4630
13,20220725,147.4650,59,684,703,0,False,4630
13,20220726,-15.1550,47,523,896,0,False,4630
14,20220202,793.1150,124,39,1352,0,False,4630
14,20220203,678.1250,125,23,1375,0,False,4630
14,20220204,-2076.9600,54,46,0,3983,True,4630
14,20220207,238.5400,104,82,1262,0,False,4630
14,20220208,1714.5500,80,29,1352,0,False,4630
14,20220209,565.5100,51,513,899,0,False,4630
14,20220210,-2023.6700,133,11,0,1762,True,4630
14,20220211,-2128.1150,126,4,0,2325,True,4630
14,20220214,-75.6400,186,14,1426,0,False,4630
14,20220215,934.4900,74,201,1199,0,False,4630
14,20220216,610.6700,67,69,1371,0,False,4630
14,20220217,-629.7850,84,78,1334,0,False,4630
14,20220218,-2040.7000,55,27,0,3899,True,4630
14,20220222,-2038.9700,103,12,0,3098,True,4630
14,20220223,-2009.1350,24,22,0,4298,True,4630
14,20220224,10446.9000,315,11,1418,0,False,4630
14,20220225,7350.6300,188,33,1406,0,False,4630
14,20220228,237.4650,184,12,1425,0,False,4630
14,20220301,-2010.0450,58,8,0,3949,True,4630
14,20220302,5885.4900,174,19,1379,0,False,4630
14,20220727,3858.1800,68,611,830,0,False,4630
14,20220728,828.0300,53,406,993,0,False,4630
14,20220729,276.7700,52,694,741,0,False,4630
14,20220801,485.3450,97,714,721,0,False,4630
14,20220802,-217.9500,80,686,730,0,False,4630
14,20220803,379.2200,47,663,723,0,False,4630
14,20220804,781.2150,59,718,681,0,False,4630
14,20220805,-274.2900,71,697,740,0,False,4630
14,20220808,21.9200,67,710,687,0,False,4630
14,20220809,334.8850,51,699,669,0,False,4630
14,20220810,145.3800,38,693,546,0,False,4630
14,20220811,-656.1750,70,695,712,0,False,4630
14,20220812,23.9800,23,808,637,0,False,4630
14,20220815,-131.5950,28,797,643,0,False,4630
14,20220816,-89.4900,51,718,723,0,False,4630
14,20220817,-254.7750,85,715,674,0,False,4630
14,20220818,577.9300,43,703,574,0,False,4630
14,20220819,-340.2050,42,716,676,0,False,4630
14,20220822,-188.3300,42,708,718,0,False,4630
14,20220823,243.2600,76,713,721,0,False,4630
15,20220202,1241.8650,124,56,1335,0,False,4630
15,20220203,269.3750,125,21,1377,0,False,4630
15,20220204,2428.6050,173,55,1385,0,False,4630
15,20220207,941.0400,104,89,1255,0,False,4630
15,20220208,-417.9500,80,21,1360,0,False,4630
15,20220209,125.5100,51,531,881,0,False,4630
15,20220210,-2006.2300,127,11,0,1951,True,4630
15,20220211,-2071.7250,140,3,0,1847,True,4630
15,20220214,1078.1100,186,14,1426,0,False,4630
15,20220215,551.9900,74,244,1156,0,False,4630
15,20220216,481.9200,67,90,1350,0,False,4630
15,20220217,-572.2850,84,108,1304,0,False,4630
15,20220218,1497.2350,161,37,1381,0,False,4630
15,20220222,-2009.0950,153,10,0,1503,True,4630
15,20220223,-930.2850,159,22,1410,0,False,4630
15,20220224,6593.1500,315,14,1415,0,False,4630
15,20220225,2193.1300,188,42,1397,0,False,4630
15,20220228,-1863.7850,184,13,1424,0,False,4630
15,20220301,-2052.7650,161,7,0,2080,True,4630
15,20220302,2735.4900,174,14,1384,0,False,4630
15,20220824,218.5250,40,756,642,0,False,4630
15,20220825,222.2950,42,753,675,0,False,4630
15,20220826,-271.6000,90,663,689,0,False,4630
15,20220829,195.2350,86,688,736,0,False,4630
15,20220830,781.2300,123,669,743,0,False,4630
15,20220831,61.0700,107,668,768,0,False,4630
15,20220901,1366.6350,101,688,736,0,False,4630
15,20220902,-2152.5450,58,677,0,2232,True,4630
15,20220906,89.6250,150,672,741,0,False,4630
15,20220907,621.8900,64,692,629,0,False,4630
15,20220908,3264.8300,108,713,715,0,False,4630
15,20220909,912.4050,53,812,612,0,False,4630
15,20220912,793.2000,70,722,613,0,False,4630
15,20220913,-1157.3050,82,653,698,0,False,4630
15,20220914,-227.8100,94,678,681,0,False,4630
15,20220915,-902.6200,113,560,874,0,False,4630
15,20220916,605.2750,90,688,738,0,False,4630
15,20220919,513.9750,85,649,788,0,False,4630
15,20220920,244.4600,71,668,754,0,False,4630
15,20220921,-2247.1000,165,529,0,1014,True,4630
16,20220202,1400.6150,124,39,1352,0,False,4630
16,20220203,-93.1250,125,14,1384,0,False,4630
16,20220204,1829.8550,173,52,1388,0,False,4630
16,20220207,192.2900,104,81,1263,0,False,4630
16,20220208,-45.4500,80,17,1364,0,False,4630
16,20220209,165.5100,51,486,926,0,False,4630
16,20220210,-2009.9700,128,10,0,1949,True,4630
16,20220211,-2038.0950,128,4,0,2263,True,4630
16,20220214,901.8600,186,14,1426,0,False,4630
16,20220215,391.9900,74,234,1166,0,False,4630
16,20220216,538.1700,67,86,1354,0,False,4630
16,20220217,-572.2850,84,116,1296,0,False,4630
16,20220218,-15.2650,161,29,1389,0,False,4630
16,20220222,-2065.6800,57,11,0,3836,True,4630
16,20220223,-2039.5100,49,23,0,3975,True,4630
16,20220224,9543.1500,315,6,1423,0,False,4630
16,20220225,4608.1300,188,32,1407,0,False,4630
16,20220228,-892.5350,184,11,1426,0,False,4630
16,20220301,-2008.7450,63,4,0,3904,True,4630
16,20220302,5411.7400,174,16,1382,0,False,4630
16,20220922,93.4200,92,681,754,0,False,4630
16,20220923,202.1700,92,619,810,0,False,4630
16,20220926,427.6000,135,599,835,0,False,4630
16,20220927,-302.9150,146,657,774,0,False,4630
16,20220928,848.3700,87,643,778,0,False,4630
16,20220929,-155.0900,116,630,797,0,False,4630
16,20220930,-968.2350,114,619,812,0,False,4630
16,20221003,1366.3750,75,664,762,0,False,4630
16,20221004,620.6700,67,666,772,0,False,4630
16,20221005,1223.2900,79,653,787,0,False,4630
16,20221006,407.3900,114,627,791,0,False,4630
16,20221007,-600.4800,77,669,760,0,False,4630
16,20221010,1152.2900,104,681,756,0,False,4630
16,20221011,-2003.4550,92,676,0,825,True,4630
16,20221012,-269.0600,94,698,730,0,False,4630
16,20221013,8399.9400,244,672,761,0,False,4630
16,20221014,-1283.4400,156,673,743,0,False,4630
16,20221017,37.5450,67,704,730,0,False,4630
16,20221018,623.8000,130,575,862,0,False,4630
16,20221019,1290.9400,94,548,852,0,False,4630
17,20220303,-2119.6700,33,28,0,4211,True,4630
17,20220304,-954.5400,171,20,1408,0,False,4630
17,20220307,-2055.2450,38,24,0,4296,True,4630
17,20220308,-2030.8600,39,16,0,4371,True,4630
17,20220309,1849.5250,140,41,1376,0,False,4630
17,20220310,299.3450,122,36,1389,0,False,4630
17,20220311,-1366.1100,139,265,1175,0,False,4630
17,20220314,-2042.5550,57,676,0,2558,True,4630
17,20220315,2443.6900,119,666,623,0,False,4630
17,20220316,6808.7150,184,614,814,0,False,4630
17,20220317,838.1800,68,665,809,0,False,4630
17,20220318,412.3850,51,700,738,0,False,4630
17,20220321,-715.7250,115,674,639,0,False,4630
17,20220322,176.7200,47,702,706,0,False,4630
17,20220323,562.5550,68,712,736,0,False,4630
17,20220324,556.7000,45,727,688,0,False,4630
17,20220325,289.6300,88,700,732,0,False,4630
17,20220328,-1052.5750,55,707,714,0,False,4630
17,20220329,53.7750,65,749,686,0,False,4630
17,20220330,324.1900,44,704,685,0,False,4630
17,20220331,221.6600,41,602,831,0,False,4630
17,20220401,-387.4150,71,709,722,0,False,4630
17,20220404,-13.5400,21,936,612,0,False,4630
17,20220405,256.2350,61,696,705,0,False,4630
17,20220406,2437.4800,123,690,747,0,False,4630
17,20220407,313.3600,86,699,727,0,False,4630
17,20220408,731.8700,62,676,762,0,False,4630
17,20220411,-65.8200,43,673,744,0,False,4630
17,20220412,-686.6300,87,692,738,0,False,4630
17,20220413,52.3250,45,795,734,0,False,4630
17,20220414,-243.7050,67,705,718,0,False,4630
17,20220418,-1532.3750,75,636,812,0,False,4630
17,20220419,53.6250,50,594,861,0,False,4630
17,20220420,122.4250,55,568,875,0,False,4630
17,20220421,-2026.4250,45,589,0,2761,True,4630
17,20220422,-1703.4050,97,537,894,0,False,4630
17,20220425,3703.9150,204,667,769,0,False,4630
17,20220426,-1234.1350,149,356,1084,0,False,4630
17,20220427,582.6650,204,393,1008,0,False,4630
17,20220428,5370.6950,132,165,1273,0,False,4630
18,20220303,3364.1400,164,22,1391,0,False,4630
18,20220304,4054.2100,171,20,1408,0,False,4630
18,20220307,2419.9550,183,25,1407,0,False,4630
18,20220308,4069.9450,307,16,1414,0,False,4630
18,20220309,748.2750,140,56,1361,0,False,4630
18,20220310,603.0950,122,29,1396,0,False,4630
18,20220311,1537.6400,139,385,1055,0,False,4630
18,20220314,1108.0450,117,699,719,0,False,4630
18,20220315,-2065.7750,110,722,0,986,True,4630
18,20220316,-2115.0500,120,676,0,1211,True,4630
18,20220317,-1190.6000,65,711,765,0,False,4630
18,20220318,-886.3650,51,731,707,0,False,4630
18,20220321,931.7750,115,684,629,0,False,4630
18,20220322,11.1350,51,706,700,0,False,4630
18,20220323,218.8150,69,706,739,0,False,4630
18,20220324,-138.9150,46,722,694,0,False,4630
18,20220325,-162.8800,87,711,720,0,False,4630
18,20220328,421.1750,55,706,715,0,False,4630
18,20220329,-243.7250,65,717,672,0,False,4630
18,20220330,347.9500,45,709,684,0,False,4630
18,20220429,2635.7450,137,563,875,0,False,4630
18,20220502,-2089.4450,243,588,0,1136,True,4630
18,20220503,614.8950,177,554,861,0,False,4630
18,20220504,-2018.4350,94,682,0,1423,True,4630
18,20220505,5589.2400,299,532,892,0,False,4630
18,20220506,2935.5700,307,620,818,0,False,4630
18,20220509,-2037.5100,124,577,0,2491,True,4630
18,20220510,-2089.0800,217,587,0,1921,True,4630
18,20220511,4291.2300,248,589,847,0,False,4630
18,20220512,2707.0750,270,510,925,0,False,4630
18,20220513,-2088.4250,95,668,0,1284,True,4630
18,20220516,1171.5000,150,668,672,0,False,4630
18,20220517,-2033.4750,90,705,0,1095,True,4630
18,20220518,2612.1850,156,542,895,0,False,4630
18,20220519,-352.4300,257,619,819,0,False,4630
18,20220520,356.9700,197,572,857,0,False,4630
18,20220523,-196.1100,139,694,732,0,False,4630
18,20220524,-366.8900,186,653,774,0,False,4630
18,20220525,-2072.2200,153,503,0,1272,True,4630
18,20220526,-419.5000,50,670,751,0,False,4630
19,20220303,177.2650,164,28,1386,0,False,4630
19,20220304,-32.0400,171,20,1408,0,False,4630
19,20220307,-1615.0450,183,24,1408,0,False,4630
19,20220308,-2203.6550,197,16,0,2768,True,4630
19,20220309,1005.7750,140,40,1377,0,False,4630
19,20220310,1023.0950,122,38,1387,0,False,4630
19,20220311,805.1400,139,353,1087,0,False,4630
19,20220314,-1189.4550,117,688,730,0,False,4630
19,20220315,489.9200,117,701,585,0,False,4630
