trade_idx,split_00,split_01,split_02,split_03,split_04,split_05,split_06,split_07,split_08,split_09,split_10,split_11,split_12,split_13,split_14,split_15,split_16,split_17,split_18,split_19,split_20,split_21,split_22,split_23,split_24,split_25,split_26,split_27,split_28,split_29,split_30,split_31,split_32,split_33,split_34,split_35,split_36,split_37,split_38,split_39,split_40,split_41,split_42,split_43,split_44
1209,3970.8500,3048.9750,5035.8500,-824.7750,938.9750,6243.3500,6450.8500,-564.7750,2713.9750,1961.4750,-1339.7750,-1622.2750,-374.1500,-2174.1500,-1389.1500,2080.2250,592.7250,1005.8500,16483.3500,-2226.0250,1680.8500,11905.2250,7263.3500,5857.1000,-551.6500,560.2250,1144.6000,5762.1000,2774.6000,3705.8500,399.6000,24134.6000,14972.7250,7016.4750,7412.1000,2075.2250,3120.2250,2828.9750,700.2250,4270.2250,6530.8500,4453.3500,6800.2250,7555.8500,8994.6000
1210,3959.6100,3112.7350,5024.6100,-777.8900,985.8600,6191.4850,6345.8600,-576.0150,2608.9850,1960.2350,-1393.5150,-1689.7650,-394.1400,-2181.0150,-1400.3900,2113.9850,571.4850,1087.1100,16500.2350,-2268.5150,1669.6100,11835.2350,7328.3600,5845.8600,-562.8900,548.9850,1133.3600,5750.8600,2795.8600,3694.6100,243.3600,24155.8600,14961.4850,7005.2350,7212.7350,2066.4850,3108.9850,2927.7350,688.9850,4301.4850,6552.1100,4474.6100,6788.9850,7544.6100,8983.3600
1211,3948.3700,3176.4950,5008.9950,-756.6300,974.6200,6212.7450,6334.6200,-554.7550,2597.7450,1967.7450,-1446.0050,-1701.0050,-372.8800,-2159.7550,-1419.7550,2073.9950,531.4950,1108.3700,16488.9950,-2247.2550,1690.8700,11823.9950,7317.1200,5834.6200,-574.1300,758.9950,1122.1200,5739.6200,2784.6200,3683.3700,264.6200,24177.1200,14982.7450,7000.2450,7201.4950,2128.9950,3130.2450,3061.4950,677.7450,4322.7450,6642.1200,4564.6200,6787.7450,7499.6200,8994.6200
1212,3967.1300,3197.7550,4984.0050,-825.3700,1038.3800,6144.0050,6243.3800,-533.4950,2506.5050,1989.0050,-1482.2450,-1712.2450,-384.1200,-2221.6200,-1426.6200,2062.7550,520.2550,1129.6300,16527.7550,-2254.7450,1692.7550,11845.2550,7305.8800,5823.3800,-585.3700,949.0050,1062.1300,5728.3800,2773.3800,3672.1300,253.3800,24198.3800,15004.0050,7024.0050,7190.2550,2185.2550,3080.2550,3142.7550,776.5050,4311.5050,6663.3800,4585.8800,6809.0050,7474.6300,9015.8800
1213,3988.3900,3123.3900,4976.5150,-894.1100,1102.1400,6075.2650,6157.1400,-512.2350,2420.2650,2010.2650,-1535.9850,-1723.4850,-395.3600,-2232.8600,-1437.8600,2051.5150,499.0150,1022.1400,16516.5150,-2265.9850,1714.0150,11784.0150,7294.6400,5812.1400,-375.3600,1099.0150,1083.3900,5717.1400,2762.1400,3660.8900,78.3900,24219.6400,15063.3900,7045.2650,7179.0150,2206.5150,3111.5150,3216.5150,910.2650,4332.7650,6684.6400,4607.1400,6797.7650,7495.8900,9039.0150
1214,3957.1500,3240.9000,4934.6500,-872.8500,1123.4000,6096.5250,6145.9000,-617.2250,2409.0250,2030.2750,-1578.4750,-1742.8500,-395.3500,-2244.1000,-1499.7250,2046.5250,507.7750,1043.4000,16582.1500,-2249.7250,1704.0250,11704.0250,7283.4000,5800.9000,-185.3500,1120.2750,1032.1500,5705.9000,2750.9000,3649.6500,67.1500,24240.9000,15105.9000,6977.7750,7065.9000,2227.7750,3129.0250,3237.7750,991.5250,4332.7750,6670.9000,4593.4000,6827.7750,7517.1500,9061.5250
1215,3929.6600,3359.0350,4923.4100,-947.2150,1049.0350,6022.1600,6167.1600,-628.4650,2430.2850,2051.5350,-1557.2150,-1749.7150,-374.0900,-2255.3400,-1510.9650,2029.0350,517.7850,1032.1600,16570.9100,-2223.4650,1692.7850,11692.7850,7272.1600,5813.4100,-35.3400,1141.5350,988.4100,5754.6600,2799.6600,3698.4100,-54.0900,24238.4100,15094.6600,6966.5350,6934.6600,2249.0350,3137.7850,3226.5350,1065.2850,4356.5350,6659.6600,4582.1600,6890.2850,7505.9100,9050.2850
1216,3918.4200,3380.2950,4912.1700,-829.7050,1166.5450,5899.6700,6188.4200,-704.7050,2451.5450,2072.7950,-1568.4550,-1728.4550,-352.8300,-2266.5800,-1522.2050,2017.7950,539.0450,1020.9200,16592.1700,-2273.4550,1714.0450,11634.0450,7284.6700,5860.9200,-14.0800,1162.7950,1009.6700,5792.1700,2837.1700,3735.9200,-32.8300,24248.4200,15115.9200,6955.2950,6955.9200,2237.7950,3137.1700,3215.2950,1086.5450,4377.7950,6628.4200,4550.9200,6982.7950,7490.9200,9010.2950
1217,3843.4300,3494.6800,4930.9300,-711.5700,1043.4300,5776.5550,6209.6800,-715.9450,2472.8050,2061.5550,-1659.6950,-1790.3200,-364.0700,-2301.5700,-1533.4450,2039.0550,536.5550,1009.6800,16637.1800,-2202.8200,1702.8050,11622.8050,7332.1800,5882.1800,7.1800,1200.9300,961.5550,5813.4300,2858.4300,3757.1800,-184.0700,24237.1800,15120.9300,6861.5550,6884.6800,2226.5550,3158.4300,3267.8050,1075.3050,4399.0550,6610.9300,4533.4300,7004.0550,7498.4300,8977.8050
1218,3864.6900,3607.1900,4952.1900,-722.8100,1032.1900,5765.3150,6104.6900,-785.9350,2367.8150,2050.3150,-1670.9350,-1801.5600,-375.3100,-2326.5600,-1544.6850,2034.0650,514.0650,998.4400,16625.9400,-2137.8100,1691.5650,11644.0650,7353.4400,5873.4400,28.4400,1278.4400,982.8150,5835.9400,2880.9400,3779.6900,-162.8100,24225.9400,15092.1900,6780.3150,6803.4400,2215.3150,3147.8150,3206.5650,1064.0650,4387.8150,6599.6900,4554.6900,7025.3150,7487.1900,8999.0650
1219,3780.9500,3520.9500,4920.9500,-608.4250,912.8250,5645.9500,6093.4500,-797.1750,2356.5750,2074.0750,-1682.1750,-1812.8000,-386.5500,-2322.8000,-1579.6750,2024.0750,535.3250,987.2000,16704.7000,-2149.0500,1670.3250,11665.3250,7344.7000,5894.7000,66.5750,1299.7000,926.5750,5870.3250,2915.3250,3814.0750,-174.0500,24214.7000,15013.4500,6769.0750,6737.2000,2314.0750,3136.5750,3195.3250,1116.5750,4421.5750,6588.4500,4543.4500,7014.0750,7553.4500,8987.8250
1220,3769.7100,3509.7100,4893.4600,-495.9150,795.3350,5528.4600,6017.2100,-808.4150,2280.3350,2107.8350,-1749.6650,-1824.0400,-397.7900,-2349.0400,-1604.6650,2012.8350,509.0850,975.9600,16725.9600,-2160.2900,1691.5850,11589.0850,7365.9600,5915.9600,144.0850,1350.3350,871.5850,5891.5850,2936.5850,3835.3350,-185.2900,24203.4600,15002.2100,6757.8350,6725.9600,2447.8350,3111.5850,3207.2100,1172.8350,4410.3350,6560.9600,4515.9600,7035.3350,7542.2100,8939.0850
1221,3706.5950,3442.2200,4882.2200,-414.6550,709.0950,5442.2200,6005.9700,-844.6550,2269.0950,2142.8450,-1760.9050,-1835.2800,-404.0300,-2327.7800,-1600.9050,1991.5950,490.3450,964.7200,16747.2200,-2139.0300,1712.8450,11610.3450,7387.2200,5937.2200,165.3450,1371.5950,892.8450,5912.8450,2957.8450,3856.5950,-196.5300,24284.7200,15023.4700,6746.5950,6654.0950,2361.5950,3100.3450,3228.4700,1161.5950,4482.8450,6582.2200,4537.2200,7056.5950,7530.9700,8900.3450
1222,3695.3550,3380.9800,4807.2300,-425.8950,730.3550,5463.4800,5935.9800,-855.8950,2199.1050,2164.1050,-1772.1450,-1870.2700,-405.8950,-2376.5200,-1627.1450,1951.6050,479.1050,930.9800,16794.7300,-2150.2700,1713.4800,11497.2300,7408.4800,5944.7300,215.9800,1392.8550,881.6050,5934.1050,2946.6050,3877.8550,-327.7700,24273.4800,14954.7300,6735.3550,6675.3550,2435.3550,3121.6050,3249.7300,1173.4800,4471.6050,6539.7300,4494.7300,7077.8550,7625.9800,8921.6050
1223,3652.8650,3369.7400,4828.4900,-363.3850,662.8650,5395.9900,5924.7400,-825.8850,2187.8650,2152.8650,-1783.3850,-1895.2600,-417.1350,-2420.8850,-1605.8850,1940.3650,467.8650,905.9900,16848.4900,-2161.5100,1704.7400,11477.2400,7395.9900,5965.9900,237.2400,1464.1150,870.3650,5922.8650,2967.8650,3866.6150,-306.5100,24382.2400,14782.2400,6757.8650,6696.6150,2456.6150,3142.8650,3224.7400,1194.7400,4460.3650,6480.9900,4435.9900,7066.6150,7614.7400,8942.8650
1224,3641.6250,3391.0000,4744.7500,-307.1250,601.6250,5334.7500,5913.5000,-808.3750,2176.6250,2147.8750,-1802.7500,-1891.5000,-435.2500,-2399.6250,-1654.6250,1919.1250,456.6250,927.2500,16837.2500,-2149.0000,1728.5000,11466.0000,7417.2500,5907.2500,258.5000,1485.3750,859.1250,5896.6250,2941.6250,3840.3750,-285.2500,24493.5000,14771.0000,6779.1250,6717.8750,2477.8750,3164.1250,3213.5000,1216.0000,4481.6250,6469.7500,4424.7500,7042.8750,7706.0000,8931.6250
1225,3630.3850,3412.2600,4733.5100,-318.3650,590.3850,5323.5100,5877.2600,-819.6150,2140.3850,2160.3850,-1809.6150,-1917.7400,-446.4900,-2378.3650,-1698.9900,1927.8850,445.3850,893.5100,16797.2600,-2101.4900,1749.7600,11443.5100,7358.5100,5972.2600,329.7600,1506.6350,847.8850,5885.3850,2930.3850,3829.1350,-296.4900,24482.2600,14608.5100,6767.8850,6594.7600,2499.1350,3136.0100,3234.7600,1191.0100,4554.7600,6424.7600,4377.8850,7059.1350,7727.2600,8920.3850
1226,3635.3950,3254.7700,4670.3950,-329.6050,611.6450,5312.2700,5866.0200,-790.8550,2129.1450,2181.6450,-1788.3550,-1896.4800,-452.7300,-2468.3550,-1677.7300,1937.8950,477.8950,911.6450,16818.5200,-2080.2300,1738.5200,11432.2700,7423.5200,5961.0200,351.0200,1527.8950,806.0200,5874.1450,2919.1450,3817.8950,-307.7300,24623.5200,14444.7700,6756.6450,6616.0200,2551.6450,3157.2700,3256.0200,1179.7700,4576.0200,6359.7700,4312.8950,7080.3950,7789.7700,8814.1450
1227,3666.6550,3243.5300,4659.1550,-340.8450,632.9050,5301.0300,5896.0300,-744.5950,2159.1550,2202.9050,-1850.2200,-1945.2200,-431.4700,-2557.0950,-1656.4700,1959.1550,499.1550,932.9050,16770.4050,-2088.9700,1827.2800,11392.2800,7444.7800,5949.7800,372.2800,1577.9050,794.7800,5873.5300,2918.5300,3817.2800,-347.7200,24644.7800,14433.5300,6827.9050,6604.7800,2490.4050,3107.2800,3264.1550,1201.0300,4663.5300,6287.2800,4240.4050,7071.6550,7811.0300,8717.9050
1228,3687.9150,3264.7900,4616.6650,-188.3350,475.4150,5453.5400,5913.5400,-755.8350,2176.6650,2202.9150,-1861.4600,-1989.5850,-470.2100,-2535.8350,-1746.4600,1956.6650,520.4150,926.6650,16759.1650,-2067.7100,1927.9150,11322.2900,7433.5400,6006.0400,393.5400,1599.1650,746.0400,5902.2900,2947.2900,3846.0400,-326.4600,24719.1650,14454.7900,6764.1650,6499.7900,2479.1650,3128.5400,3252.9150,1222.2900,4684.7900,6276.0400,4229.1650,7060.4150,7914.7900,8600.4150
1229,3676.6750,3286.0500,4605.4250,-167.0750,496.6750,5474.8000,5902.3000,-767.0750,2165.4250,2207.9250,-1872.7000,-1968.3250,-523.9500,-2514.5750,-1835.2000,1934.1750,541.6750,915.4250,16835.4250,-2046.4500,2064.1750,11311.0500,7489.8000,5926.0500,443.5500,1587.9250,709.8000,5942.3000,2987.3000,3886.0500,-305.2000,24740.4250,14277.3000,6752.9250,6488.5500,2491.0500,3055.4250,3274.1750,1230.4250,4673.5500,6224.8000,4177.9250,7120.4250,8004.8000,8475.4250
1230,3665.4350,3174.8100,4594.1850,-145.8150,517.9350,5496.0600,5931.0600,-782.6900,2194.1850,2229.1850,-1883.9400,-1947.0650,-576.4400,-2640.8150,-1813.9400,1955.4350,538.5600,936.6850,16824.1850,-2057.6900,1949.8100,11299.8100,7409.8100,5947.3100,464.8100,1576.6850,731.0600,5963.5600,3008.5600,3907.3100,-330.1900,24729.1850,14266.0600,6741.6850,6477.3100,2512.3100,3044.1850,3241.0600,1251.6850,4761.6850,6213.5600,4166.6850,7141.6850,8128.5600,8607.9350
1231,3610.4450,3058.5700,4599.1950,-124.5550,506.6950,5517.3200,5977.3200,-807.6800,2240.4450,2207.9450,-1895.1800,-2037.0550,-545.1800,-2619.5550,-1792.6800,1929.1950,559.8200,957.9450,16845.4450,-2050.1800,1971.0700,11246.0700,7431.0700,5888.5700,453.5700,1565.4450,701.0700,5957.3200,3002.3200,3901.0700,-341.4300,24717.9450,14066.6950,6730.4450,6466.0700,2533.5700,2994.8200,3187.3200,1272.9450,4869.8200,6202.3200,4155.4450,7019.1950,8149.8200,8596.6950
1232,3631.7050,3079.8300,4630.4550,-18.2950,395.4550,5623.5800,5998.5800,-815.1700,2229.2050,2167.9550,-1930.1700,-2125.7950,-496.4200,-2630.7950,-1918.9200,1910.4550,548.5800,946.7050,16919.2050,-2028.9200,1959.8300,11179.8300,7372.3300,5909.8300,442.3300,1687.3300,722.3300,5937.3300,2982.3300,3881.0800,-320.1700,24706.7050,14055.4550,6650.4550,6449.2050,2508.5800,3016.0800,3208.5800,1239.8300,4891.0800,6193.5800,4159.2050,6921.7050,8171.0800,8585.4550
1233,3620.4650,3188.5900,4651.7150,92.9650,506.7150,5734.8400,5987.3400,-857.0350,2217.9650,2156.7150,-1955.1600,-2104.5350,-458.9100,-2755.7850,-1897.6600,1899.2150,694.8400,935.4650,16985.4650,-2087.6600,1859.8400,11168.5900,7393.5900,5931.0900,431.0900,1836.0900,711.0900,5958.5900,3003.5900,3902.3400,-325.1600,24762.9650,14044.2150,6639.2150,6470.4650,2497.3400,3004.8400,3197.3400,1186.0900,4879.8400,6182.3400,4207.9650,6839.2150,8192.3400,8606.7150
1234,3581.7250,3209.8500,4640.4750,114.2250,527.9750,5756.1000,5971.7250,-868.2750,2202.3500,2135.4750,-1951.4000,-2083.2750,-470.1500,-2895.7750,-1908.9000,1887.9750,891.1000,924.2250,17006.7250,-2022.6500,1774.8500,11157.3500,7414.8500,5952.3500,552.9750,1857.3500,699.8500,5979.8500,3024.8500,3923.6000,-301.4000,24784.2250,14032.9750,6674.2250,6491.7250,2518.6000,2993.6000,3126.7250,1207.3500,4901.1000,6171.1000,4306.7250,6827.9750,8184.8500,8627.9750
1235,3602.9850,3198.6100,4629.2350,222.9850,636.7350,5864.8600,5991.7350,-879.5150,2177.3600,2144.2350,-1977.6400,-2209.5150,-481.3900,-3037.0150,-2033.8900,1876.7350,912.3600,944.2350,17027.9850,-2001.3900,1703.6100,11140.4850,7436.1100,6023.6100,701.7350,1846.1100,688.6100,5923.6100,2968.6100,3867.3600,-280.1400,24805.4850,13919.8600,6662.9850,6480.4850,2539.8600,3014.8600,3147.9850,1196.1100,4848.6100,6274.8600,4200.4850,6816.7350,8186.1100,8616.7350
1236,3591.7450,3102.3700,4574.2450,244.2450,657.9950,5886.1200,5994.2450,-860.7550,2169.8700,2154.2450,-1956.3800,-2188.2550,-572.6300,-3015.7550,-2173.8800,1865.4950,901.1200,932.9950,17147.9950,-2012.6300,1724.8700,11129.2450,7359.8700,6012.3700,722.9950,1966.1200,704.8700,5912.3700,2957.3700,3856.1200,-347.6300,24825.4950,13788.6200,6651.7450,6469.2450,2547.9950,3068.6200,3169.2450,1125.4950,4869.8700,6367.3700,4189.2450,6750.4950,8224.8700,8459.2450
1237,3580.5050,3123.6300,4595.5050,265.5050,646.7550,5874.8800,5952.3800,-839.4950,2128.0050,2175.5050,-2005.1200,-2199.4950,-583.8700,-3026.9950,-2315.1200,1898.0050,1049.8800,921.7550,17136.7550,-1956.3700,1622.3800,11134.2550,7348.6300,6120.5050,711.7550,2126.1300,726.1300,5933.6300,2978.6300,3877.3800,-326.3700,24851.7550,13777.3800,6640.5050,6462.3800,2569.2550,3089.8800,3158.0050,1146.7550,4891.1300,6356.1300,4210.5050,6771.7550,8213.6300,8448.0050
1238,3516.7650,3112.3900,4584.2650,356.7650,550.5150,5778.6400,5973.6400,-870.7350,2116.7650,2173.0150,-2049.4850,-2324.4850,-595.1100,-3195.7350,-2293.8600,1919.2650,1212.3900,956.1400,16994.2650,-2036.3600,1611.1400,11133.0150,7456.7650,6100.5150,831.7650,2147.3900,747.3900,5937.3900,2982.3900,3881.1400,-305.1100,24873.0150,13706.1400,6576.1400,6438.0150,2590.5150,3078.6400,3040.5150,1168.0150,4928.6400,6377.3900,4231.7650,6793.0150,8161.1400,8436.7650
1239,3448.0250,3133.6500,4545.5250,378.0250,539.2750,5767.4000,5994.9000,-898.2250,2105.5250,2150.5250,-2028.2250,-2189.4750,-662.6000,-3174.4750,-2305.1000,1940.5250,1233.6500,977.4000,17129.2750,-2015.1000,1599.9000,11154.2750,7436.7750,6089.2750,991.7750,2168.6500,742.4000,5958.6500,3003.6500,3902.4000,-398.8500,24894.2750,13624.9000,6528.6500,6459.2750,2557.4000,3067.4000,3029.2750,1156.7750,4917.4000,6398.6500,4248.0250,6781.7750,8149.9000,8425.5250
1240,3469.2850,3122.4100,4566.7850,399.2850,528.0350,5756.1600,5971.1600,-909.4650,2124.2850,2171.7850,-2006.9650,-2330.7150,-641.3400,-3185.7150,-2473.8400,1961.7850,1222.4100,998.6600,17150.5350,-2073.8400,1588.6600,11175.5350,7425.5350,6066.7850,1013.0350,2189.9100,751.1600,5979.9100,3024.9100,3891.1600,-480.0900,24883.0350,13558.6600,6517.4100,6480.5350,2503.6600,3056.1600,3018.0350,1039.2850,4906.1600,6387.4100,4236.7850,6693.0350,8114.9100,8629.2850
1241,3363.0450,3143.6700,4555.5450,420.5450,549.2950,5777.4200,5959.9200,-984.4550,2145.5450,2193.0450,-2096.9550,-2309.4550,-652.5800,-3196.9550,-2452.5800,1959.9200,1243.6700,1019.9200,17139.2950,-2085.0800,1577.4200,11196.7950,7403.0450,6055.5450,1034.2950,2287.4200,775.5450,5961.1700,3038.6700,3872.4200,-491.3300,24904.2950,13547.4200,6538.6700,6469.2950,2524.9200,3036.1700,2918.6700,1028.0450,4861.1700,6406.1700,4225.5450,6714.2950,8103.6700,8618.0450
1242,3256.8050,3132.4300,4544.3050,441.8050,570.5550,5798.6800,5928.6800,-963.1950,2114.3050,2206.8050,-2185.6950,-2320.6950,-663.8200,-3376.9450,-2463.8200,1948.6800,1388.6800,1068.6800,17160.5550,-2063.8200,1599.9300,11218.0550,7391.8050,6015.5550,1055.5550,2276.1800,845.5550,5982.4300,3059.9300,3893.6800,-502.5700,24893.0550,13475.5550,6543.6800,6428.0550,2513.6800,3024.9300,2831.1800,1016.8050,4904.9300,6411.1800,4235.5550,6614.3050,8169.9300,8606.8050
1243,3278.0650,3233.6900,4603.0650,430.5650,559.3150,5787.4400,5901.1900,-1046.9350,2086.8150,2195.5650,-2164.4350,-2489.4350,-683.1850,-3551.9350,-2475.0600,1937.4400,1524.9400,1123.6900,17338.0650,-2075.0600,1621.1900,11239.3150,7351.8150,5945.5650,1153.0650,2264.9400,866.8150,5976.1900,3061.1900,3894.9400,-513.8100,24881.8150,13496.8150,6567.4400,6449.3150,2443.0650,3013.6900,2819.9400,917.4400,4926.1900,6431.1900,4230.5650,6635.5650,8191.1900,8595.5650
1244,3266.8250,3334.9500,4534.3250,451.8250,580.5750,5808.7000,5922.4500,-1025.6750,2075.5750,2184.3250,-2143.1750,-2468.1750,-690.0500,-3530.6750,-2655.0500,2083.7000,1546.2000,1192.4500,17326.8250,-2003.8000,1636.2000,11260.5750,7281.8250,5934.3250,1141.8250,2253.7000,902.4500,5964.9500,3049.9500,3883.7000,-525.0500,24891.8250,13518.0750,6488.7000,6386.2000,2464.3250,3018.7000,2808.7000,829.9500,4947.4500,6454.9500,4235.5750,6624.3250,8212.4500,8584.3250
1245,3134.3350,3356.2100,4555.5850,345.5850,681.8350,5702.4600,5992.4600,-967.5400,2000.5850,2173.0850,-2269.4150,-2479.4150,-701.2900,-3509.4150,-2830.0400,2279.9600,1687.4600,1213.7100,17348.0850,-2015.0400,1657.4600,11281.8350,7303.0850,5955.5850,1130.5850,2242.4600,891.2100,6010.5850,3095.5850,3929.3350,-502.5400,24913.0850,13539.3350,6477.4600,6407.4600,2485.5850,3031.2100,2725.5850,818.7100,4936.2100,6476.2100,4255.5850,6531.8350,8102.4600,8433.0850
1246,3025.5950,3272.4700,4449.3450,446.8450,575.5950,5596.2200,5981.2200,-946.2800,2021.8450,2161.8450,-2248.1550,-2490.6550,-763.1550,-3718.1550,-2808.7800,2301.2200,1676.2200,1292.4700,17369.3450,-1906.9050,1711.8450,11229.3450,7291.8450,5901.8450,1119.3450,2263.7200,879.9700,6031.8450,3116.8450,3950.5950,-481.2800,24901.8450,13416.2200,6498.7200,6396.2200,2474.3450,3019.9700,2714.3450,807.4700,4957.4700,6496.2200,4279.3450,6456.8450,8006.2200,8571.8450
1247,3046.8550,3176.2300,4343.1050,468.1050,596.8550,5584.9800,5897.4800,-908.7700,1938.1050,2194.3550,-2259.3950,-2670.6450,-774.3950,-3729.3950,-2787.5200,2289.9800,1664.9800,1313.7300,17558.1050,-1891.8950,1601.8550,11301.2300,7238.1050,5835.6050,1108.1050,2252.4800,954.9800,6104.3550,3189.3550,4023.1050,-460.0200,24895.6050,13404.9800,6562.4800,6384.9800,2356.8550,3008.7300,2703.1050,724.3550,4814.9800,6438.7300,4300.6050,6478.1050,7994.9800,8463.7300
1248,2979.3650,3276.2400,4364.3650,384.3650,513.1150,5501.2400,5918.7400,-920.0100,1959.3650,2215.6150,-2384.3850,-2845.6350,-785.6350,-3740.6350,-2996.2600,2438.7400,1541.2400,1302.4900,17546.8650,-1870.6350,1494.9900,11322.4900,7171.8650,5856.8650,1129.3650,2241.2400,1037.4900,6093.1150,3178.1150,4011.8650,-471.2600,24885.6150,13426.2400,6389.9900,6314.9900,2345.6150,3074.3650,2689.3650,713.1150,4803.7400,6459.9900,4275.6150,6466.8650,8016.2400,8484.9900
1249,2968.1250,3297.5000,4353.1250,288.1250,416.8750,5405.0000,5976.8750,-931.2500,2017.5000,2236.8750,-2524.3750,-2824.3750,-796.8750,-3751.8750,-3007.5000,2601.2500,1562.5000,1343.7500,17568.1250,-1853.1250,1483.7500,11343.7500,7193.1250,5845.6250,1118.1250,2175.0000,1058.7500,6081.8750,3166.8750,4000.6250,-400.0000,24906.8750,13321.2500,6411.2500,6303.7500,2334.3750,2999.3750,2676.8750,701.8750,4690.0000,6481.2500,4218.1250,6374.3750,7873.7500,8441.2500
1250,2950.0100,3206.2600,4220.6350,388.1350,516.8850,5300.0100,5965.6350,-926.2400,2038.7600,2258.1350,-2665.6150,-2803.1150,-808.1150,-3888.1150,-3018.7400,2622.5100,1441.2600,1386.2600,17589.3850,-1831.8650,1505.0100,11332.5100,7181.8850,5828.7600,1106.8850,2196.2600,1047.5100,6181.8850,3266.8850,4100.6350,-463.7400,24895.6350,13310.0100,6248.7600,6292.5100,2235.0100,2988.1350,2680.0100,688.1350,4678.7600,6470.0100,4239.3850,6280.0100,7862.5100,8377.5100
1251,2971.2700,3120.0200,4111.8950,409.3950,538.1450,5288.7700,5923.1450,-894.9800,2076.2700,2256.2700,-2644.3550,-3011.8550,-843.1050,-3866.8550,-3029.9800,2611.2700,1330.0200,1407.5200,17610.6450,-1871.8550,1639.3950,11255.0200,7165.0200,5817.5200,1040.6450,2185.0200,1036.2700,6294.3950,3379.3950,4213.1450,-474.9800,24910.6450,13298.7700,6407.5200,6281.2700,2147.5200,2956.2700,2668.7700,675.6450,4584.3950,6458.7700,4260.6450,6196.2700,7851.2700,8366.2700
1252,2960.0300,3141.2800,4133.1550,318.1550,446.9050,5197.5300,5944.4050,-873.7200,2065.0300,2245.0300,-2655.5950,-3023.0950,-868.0950,-3878.0950,-3166.2200,2632.5300,1318.7800,1405.6550,17631.9050,-1941.8450,1660.6550,11276.2800,7153.7800,5821.2800,1061.9050,2173.7800,1086.2800,6315.6550,3400.6550,4234.4050,-486.2200,24931.9050,13287.5300,6428.7800,6300.6550,2136.2800,2889.4050,2658.7800,678.7800,4573.1550,6480.0300,4249.4050,6116.2800,7715.0300,8355.0300
1253,2948.7900,3162.5400,4065.6650,231.9150,360.6650,5278.7900,5965.6650,-852.4600,2053.7900,2266.2900,-2824.3350,-3034.3350,-864.3350,-3889.3350,-3144.9600,2777.5400,1243.7900,1383.1650,17653.1650,-1920.5850,1534.4150,11171.2900,7157.5400,5815.0400,1050.6650,2162.5400,1107.5400,6336.9150,3389.4150,4255.6650,-497.4600,24953.1650,13270.6650,6450.0400,6312.5400,2125.0400,2910.6650,2680.0400,667.5400,4561.9150,6501.2900,4238.1650,6027.5400,7585.0400,8343.7900
1254,2937.5500,3151.3000,4054.4250,253.1750,381.9250,5300.0500,5955.6750,-831.2000,2058.8000,2115.0500,-2803.0750,-3045.5750,-890.5750,-3900.5750,-3156.2000,2913.8000,1152.5500,1404.4250,17674.4250,-1899.3250,1422.5500,11160.0500,7151.3000,5836.3000,1039.4250,2151.3000,1153.1750,6434.4250,3486.9250,4353.1750,-577.4500,24944.4250,13259.4250,6272.5500,6350.0500,2041.9250,2837.5500,2668.8000,657.5500,4496.9250,6522.5500,4259.4250,6016.3000,7573.8000,8365.0500
1255,2926.3100,3140.0600,4036.3100,274.4350,403.1850,5288.8100,5919.4350,-886.1900,2090.0600,1913.8100,-2814.3150,-3181.8150,-869.3150,-3911.8150,-3167.4400,2935.0600,1141.3100,1393.1850,17869.4350,-1953.0650,1443.8100,11063.8100,7172.5600,5825.0600,1028.1850,2091.3100,1174.4350,6541.9350,3374.4350,4460.6850,-588.6900,24956.3100,13248.1850,6261.3100,6371.3100,2030.6850,2858.8100,2657.5600,646.3100,4485.6850,6497.5600,4280.6850,5935.0600,7671.3100,8345.6850
1256,2895.6950,3240.0700,4057.5700,263.1950,391.9450,5277.5700,5908.1950,-864.9300,2111.3200,1902.5700,-2825.5550,-3160.5550,-825.5550,-3996.8050,-3178.6800,3076.3200,1130.0700,1381.9450,17890.6950,-2019.3050,1627.5700,11052.5700,7161.3200,5813.8200,1016.9450,2112.5700,1188.1950,6530.6950,3363.1950,4449.4450,-628.6800,24977.5700,13269.4450,6061.9450,6341.3200,2019.4450,2758.1950,2638.8200,635.0700,4506.9450,6468.8200,4301.9450,5865.0700,7692.5700,8303.1950
1257,2873.2050,3261.3300,4046.3300,251.9550,380.7050,5266.3300,5929.4550,-876.1700,2100.0800,1923.8300,-3005.5450,-3171.7950,-869.9200,-4079.2950,-3189.9200,3065.0800,1073.8300,1399.4550,17911.9550,-1998.0450,1648.8300,11041.3300,7182.5800,5802.5800,956.9550,2061.3300,1210.7050,6519.4550,3351.9550,4438.2050,-607.4200,24966.3300,13290.7050,6050.7050,6362.5800,2028.2050,2779.4550,2660.0800,623.8300,4528.2050,6418.8300,4276.9550,5801.3300,7681.3300,8291.9550
1258,2859.4650,3185.0900,4035.0900,351.9650,480.7150,5366.3400,5950.7150,-914.9100,2088.8400,2072.5900,-3180.5350,-3183.0350,-848.6600,-4090.5350,-3274.9100,3053.8400,1062.5900,1420.7150,18069.4650,-1976.7850,1380.7150,11030.0900,7171.3400,5791.3400,978.2150,2017.5900,1231.9650,6508.2150,3340.7150,4426.9650,-618.6600,24955.0900,13283.8400,6039.4650,6326.3400,2015.7150,2678.8400,2648.8400,605.0900,4410.7150,6407.5900,4248.2150,5822.5900,7702.5900,8280.7150
