threshold,threshold_value,mean_duration_sec,mean_test_r2,std_test_r2,fold3_test_r2,mean_train_r2,bars_per_day_mean,bars_per_day_cv
tick_25,25,1.4,0.06356699466705322,0.05373167179984335,0.003698289394378662,0.26081318855285646,16835.57894736842,0.18846031619960912
tick_100,100,5.7,0.12442463636398315,0.10736507091081567,-0.05826127529144287,0.2602615594863892,4171.1578947368425,0.190230508354912
tick_500,500,28.5,0.049894750118255615,0.05458637325251486,-0.004344820976257324,0.1315048336982727,793.7894736842105,0.20001207876468766
