epoch,model,fold,train_loss,val_loss
1,cnn,1,56.4054543778703,19.04610230241503
2,cnn,1,53.237167873898066,17.866390679563796
3,cnn,1,50.53300909093908,17.43381772722517
4,cnn,1,50.66072732049066,18.565848674092972
5,cnn,1,49.748979929331185,18.06712749174663
6,cnn,1,49.307196539801524,17.25876748561859
7,cnn,1,49.13624696473818,17.676513774054392
8,cnn,1,49.611491744582715,17.195235422679357
9,cnn,1,48.81372348682301,18.3904995237078
10,cnn,1,48.66106755024678,17.548203502382552
11,cnn,1,48.268805529620195,17.446527242660522
12,cnn,1,48.30080052968618,17.083083714757645
13,cnn,1,48.18269719304265,17.564931052071707
14,cnn,1,48.35850731102196,18.295912708554948
15,cnn,1,47.812939721184804,16.995928866522654
16,cnn,1,47.72151730511639,18.229115894862584
17,cnn,1,47.765576439934804,16.940255284309387
18,cnn,1,47.99782954035579,17.391633135931833
19,cnn,1,48.09602634326832,17.27243687425341
20,cnn,1,47.78229295885241,17.14434473855155
21,cnn,1,47.41810618220149,17.051261680466787
22,cnn,1,46.80896800273174,17.95225249017988
23,cnn,1,47.126691766687344,17.32155133996691
24,cnn,1,47.124712041906406,17.273360984666006
25,cnn,1,47.20391381753458,18.82848949091775
26,cnn,1,47.25577988495698,17.8927606514522
27,cnn,1,47.02081123558251,17.63020886693682
1,attention,1,57.06309901057063,19.118702036993845
2,attention,1,52.972147761164486,17.37970723424639
3,attention,1,50.98160233368745,18.427804521151952
4,attention,1,51.06732713853991,20.781901291438512
5,attention,1,50.90495815792599,17.531814311231887
6,attention,1,49.89840089952624,17.467709490231105
7,attention,1,49.63774871826172,17.73322936466762
8,attention,1,49.29741318161423,16.991878696850367
9,attention,1,49.26472287564664,18.005815642220632
10,attention,1,49.43012773668444,16.98469250542777
11,attention,1,49.639339240821634,17.288785253252303
12,attention,1,48.85720330315667,17.676650319780624
13,attention,1,49.52335306116053,17.182839819363185
14,attention,1,49.32249430063609,19.176281929016113
15,attention,1,50.31711382479281,17.086017625672476
16,attention,1,49.65837674527555,17.255364894866943
17,attention,1,49.095319799474765,16.88562219483512
18,attention,1,48.99235400638065,17.904867666108267
19,attention,1,49.04421120720941,17.031118937901088
20,attention,1,49.35799036799251,18.06435433455876
21,attention,1,48.781391968598236,17.21144471849714
22,attention,1,48.295671823862435,17.631728138242448
23,attention,1,49.27576034133499,18.94227373600006
24,attention,1,49.42571516294737,17.201531410217285
25,attention,1,48.48251765483135,17.128875511033193
26,attention,1,48.66905068062447,16.96149173804692
27,attention,1,48.633607915929844,17.326643790517533
1,mlp,1,53.753487870499896,18.258880274636404
2,mlp,1,50.34685279227592,26.766561440059117
3,mlp,1,49.241854487238705,21.56990565572466
4,mlp,1,48.35470715084591,19.57798389026097
5,mlp,1,48.11009102898675,20.159563575472152
6,mlp,1,47.61462845673432,29.44852420261928
7,mlp,1,47.37544559788059,20.413518292563303
8,mlp,1,46.85930283005173,50.40515456880842
9,mlp,1,46.609232928301836,19.098990321159363
10,mlp,1,46.891196689090215,22.39265043394906
11,mlp,1,46.031933243210254,20.70043625150408
1,cnn,2,40.35559183359146,31.69761564050402
2,cnn,2,37.18905994296074,31.1976922920772
3,cnn,2,35.62802588939667,31.389141167913163
4,cnn,2,35.106453627347946,31.264877557754517
5,cnn,2,34.95022523403168,31.628785456929887
6,cnn,2,34.59487810730934,30.164220758846827
7,cnn,2,34.47009605169296,31.655817134039744
8,cnn,2,34.4572548866272,30.13991940021515
9,cnn,2,34.357113897800446,30.796374218804495
10,cnn,2,34.336784183979034,30.77334063393729
11,cnn,2,34.26902025938034,30.608696341514587
12,cnn,2,34.34284219145775,30.53398588725499
13,cnn,2,34.14512100815773,31.088614991733007
14,cnn,2,34.081104308366776,30.19387928077153
15,cnn,2,34.14705967903137,29.64489463397435
16,cnn,2,34.14527693390846,29.28887104988098
17,cnn,2,33.98349326848984,29.83563620703561
18,cnn,2,34.092828035354614,29.72980543545314
19,cnn,2,33.811608374118805,29.663003870419093
20,cnn,2,34.06684100627899,29.520869544574193
21,cnn,2,33.93346691131592,29.347055094582693
22,cnn,2,33.76840400695801,29.61273455619812
23,cnn,2,33.85446485877037,29.152691032205308
24,cnn,2,33.69174900650978,29.382723127092635
25,cnn,2,33.690269351005554,29.18834856578282
26,cnn,2,33.74114081263542,29.24374827316829
27,cnn,2,33.66735291481018,29.271581445421493
28,cnn,2,33.67525500059128,29.141437309128897
29,cnn,2,33.53242954611778,29.206178307533264
30,cnn,2,33.60257223248482,29.853933845247543
31,cnn,2,33.33804678916931,29.121454971177236
32,cnn,2,33.352845162153244,29.33383071422577
33,cnn,2,33.25313612818718,29.68954724924905
34,cnn,2,33.323890537023544,29.515478372573853
35,cnn,2,33.39392438530922,29.175141845430648
36,cnn,2,33.26640546321869,29.191409059933253
37,cnn,2,33.25375786423683,29.277109214237758
38,cnn,2,33.26781791448593,29.848203897476196
39,cnn,2,33.19014513492584,29.3172824382782
40,cnn,2,33.25700384378433,29.376322967665537
41,cnn,2,33.19619822502136,29.299461722373962
1,attention,2,41.029025197029114,32.95578864642552
2,attention,2,38.11966419219971,32.37592792510986
3,attention,2,37.23363968729973,31.670712539127894
4,attention,2,36.65134474635124,32.047289916447234
5,attention,2,36.3049211204052,32.263813521180836
6,attention,2,36.24073043465614,32.528121624674114
7,attention,2,35.96451750397682,32.24384213345392
8,attention,2,35.612702161073685,31.856955732618058
9,attention,2,35.55927723646164,33.49852901697159
10,attention,2,35.52741917967796,31.783659407070704
11,attention,2,35.26043772697449,31.515070302145823
12,attention,2,35.24482250213623,31.604889929294586
13,attention,2,35.214296251535416,32.65668710640499
14,attention,2,35.15516582131386,31.72914171218872
15,attention,2,34.96737805008888,31.55052821976798
16,attention,2,34.86644273996353,31.46507294688906
17,attention,2,34.79848775267601,31.292160153388977
18,attention,2,34.884049475193024,31.10079332760402
19,attention,2,34.80998873710632,32.59920860188348
20,attention,2,34.863865315914154,31.12134517942156
21,attention,2,34.68686819076538,31.16753441946847
22,attention,2,34.646422773599625,31.249666162899562
23,attention,2,34.615987956523895,31.869294541222708
24,attention,2,34.56311392784119,31.292274253708975
25,attention,2,34.53069591522217,31.883370425019944
26,attention,2,34.585042268037796,31.6251152242933
27,attention,2,34.39426916837692,31.13325192247118
28,attention,2,34.46428692340851,31.50299562726702
1,mlp,2,37.32293522357941,32.349383311612264
2,mlp,2,35.45938938856125,31.86305136340005
3,mlp,2,34.89532485604286,31.929918152945383
4,mlp,2,34.53404784202576,33.08105615207127
5,mlp,2,34.157251954078674,33.05533289909363
6,mlp,2,33.91403207182884,41.39496367318289
7,mlp,2,33.71168518066406,35.80306020804814
8,mlp,2,33.52276322245598,38.529976981026785
9,mlp,2,33.47900086641312,31.08241924217769
10,mlp,2,33.27730283141136,32.519637550626484
11,mlp,2,33.19744202494621,32.851552162851604
12,mlp,2,32.93126359581947,30.87631674323763
13,mlp,2,32.962318032979965,31.856913021632604
14,mlp,2,32.87001046538353,34.588413051196504
15,mlp,2,32.83657315373421,30.885958433151245
16,mlp,2,32.78352344036102,37.88936289719173
17,mlp,2,32.52237316966057,36.120971884046284
18,mlp,2,32.557817071676254,30.57119607925415
19,mlp,2,32.374718487262726,32.455411434173584
20,mlp,2,32.217152655124664,37.44239330291748
21,mlp,2,32.12446382641792,34.202596119471956
22,mlp,2,32.111125737428665,35.22056823117392
23,mlp,2,32.2116334438324,32.63890939950943
24,mlp,2,32.027022302150726,36.44346720831735
25,mlp,2,31.980893403291702,30.603831154959543
26,mlp,2,31.965592741966248,31.145180344581604
27,mlp,2,31.760695725679398,31.94368408407484
28,mlp,2,31.612811416387558,31.900022387504578
1,cnn,3,37.70165562891698,17.592721762401716
2,cnn,3,34.53252394120772,18.31331523827144
3,cnn,3,33.63423728942871,17.708398367677415
4,cnn,3,33.34217000269628,18.392727579389298
5,cnn,3,33.028899769206625,17.71447016937392
6,cnn,3,32.9437208699656,17.563222220965795
7,cnn,3,32.76728573474255,17.298711627721786
8,cnn,3,32.73159058539422,17.29908694965499
9,cnn,3,32.71509654705341,17.352982427392686
10,cnn,3,32.598322061391976,17.10911818061556
11,cnn,3,32.52836099561754,17.018597683736257
12,cnn,3,32.539930574186556,17.63466789679868
13,cnn,3,32.49338292551565,17.337426624127797
14,cnn,3,32.47392847249796,17.5011437024389
15,cnn,3,32.370267511724116,19.443213243569648
16,cnn,3,32.3624641921494,17.9301101905959
17,cnn,3,32.37899941664476,16.818060502409935
18,cnn,3,32.33731601002452,17.395850981984818
19,cnn,3,32.25365764492161,16.819890035050257
20,cnn,3,32.20133391579429,17.24130813564573
21,cnn,3,32.27600049448537,17.237376970904215
22,cnn,3,32.09357649415404,17.292196507964814
23,cnn,3,32.082823093120865,17.657050328595297
24,cnn,3,32.107920573307915,17.103654550654547
25,cnn,3,32.11743618891789,16.6920944750309
26,cnn,3,32.05028286609021,17.394365540572576
27,cnn,3,32.01612782740331,16.80864284293992
28,cnn,3,31.980479083218416,17.107685617038182
29,cnn,3,31.96977634220333,16.710351284061158
30,cnn,3,31.9071476485703,17.310007282665797
31,cnn,3,31.88818717788864,16.98205327987671
32,cnn,3,31.809250003688938,16.55191628422056
33,cnn,3,31.816527859195247,17.043996683188848
34,cnn,3,31.78571495643029,17.227271556854248
35,cnn,3,31.739308912675458,16.954800490822112
36,cnn,3,31.730907880342922,17.195713754211152
37,cnn,3,31.726414292723266,17.111823328903743
38,cnn,3,31.666380326826495,16.676942348480225
39,cnn,3,31.63192849630838,16.626567355224065
40,cnn,3,31.661987325647374,16.95692481313433
41,cnn,3,31.620220163366298,16.85350240128381
42,cnn,3,31.607582511482658,16.79462926728385
1,attention,3,37.40406258551629,18.143293325390136
2,attention,3,35.02851194863791,17.79008265052523
3,attention,3,34.4235607608334,17.547475831849233
4,attention,3,34.40632136837467,18.466192905391967
5,attention,3,34.13259489457686,17.88793667299407
6,attention,3,34.00466933617225,18.222591012716293
7,attention,3,33.971282330188124,18.281437405518123
8,attention,3,33.85623703422127,18.41897508076259
9,attention,3,33.81088198148287,17.654319460902894
10,attention,3,33.77374437353113,18.095645593745367
11,attention,3,33.77287414047744,18.677309994186675
12,attention,3,33.63215580615368,18.121227179254806
13,attention,3,33.73183950487074,18.215482200895035
1,mlp,3,35.532282085209104,18.807073729378835
2,mlp,3,34.07962153508113,18.04900989787919
3,mlp,3,33.364963426694764,18.75340067063059
4,mlp,3,32.934370984087934,20.453573614358902
5,mlp,3,32.73756861424708,17.454391321965627
6,mlp,3,32.38655513721508,19.14085500580924
7,mlp,3,32.31666110112117,23.750255014215195
8,mlp,3,32.08831611046424,19.89768996834755
9,mlp,3,31.979301557436095,27.692648461886815
10,mlp,3,31.82269039782849,31.16757195336478
11,mlp,3,31.767221702324164,24.59120183757373
12,mlp,3,31.563002261486684,36.21468910149166
13,mlp,3,31.61091947031545,19.34514009952545
14,mlp,3,31.45653588431222,24.167365350893565
15,mlp,3,31.41014717437409,17.647554048470088
1,cnn,4,32.65901421692412,25.408054824386323
2,cnn,4,30.538446135440115,24.093073495796748
3,cnn,4,29.671673596915554,23.392899755920684
4,cnn,4,29.311710551633674,22.93224905005523
5,cnn,4,29.18709648261636,22.85761316333498
6,cnn,4,29.10338020324707,22.99174280677523
7,cnn,4,29.01898736468816,22.370823068278177
8,cnn,4,28.893314458556095,23.142213089125498
9,cnn,4,28.91185918904967,22.580554991960526
10,cnn,4,28.865609880221093,22.544133905853545
11,cnn,4,28.791885553780247,22.494025047336304
12,cnn,4,28.74940652362371,22.593899743897573
13,cnn,4,28.72320643926071,22.925123844827926
14,cnn,4,28.635845216654115,22.380271945680892
15,cnn,4,28.564419002856237,22.69379711151123
16,cnn,4,28.52948725425591,22.08347181762968
17,cnn,4,28.469916327524995,21.935570746660233
