epoch,model,fold,train_loss,val_loss
18,cnn,4,28.436785875740696,22.342436833041056
19,cnn,4,28.33936057656498,22.129990926810674
20,cnn,4,28.361744201789467,21.88751741392272
21,cnn,4,28.22832843004647,21.601230723517283
22,cnn,4,28.177931139024636,22.545510232448578
23,cnn,4,28.128506999904825,21.64833630834307
24,cnn,4,28.066619113340217,21.676213366644724
25,cnn,4,28.076923241049556,21.637018263339996
26,cnn,4,27.98652039544057,21.465877056121826
27,cnn,4,27.947266691822115,21.549550345965795
28,cnn,4,27.940692109576727,21.438813618251256
29,cnn,4,27.93502946627342,21.81992107629776
30,cnn,4,27.84853505280058,21.546097729887283
31,cnn,4,27.76962186522403,21.598723122051783
32,cnn,4,27.814153283329333,21.480574233191355
33,cnn,4,27.743717856326345,21.46750041416713
34,cnn,4,27.722598253670384,21.295668525355204
35,cnn,4,27.675730495129603,21.487122075898306
36,cnn,4,27.72489845146567,21.403716802597046
37,cnn,4,27.657624858920858,21.416660564286367
38,cnn,4,27.696261519092623,21.294552087783813
39,cnn,4,27.59096003386934,21.331708575998032
40,cnn,4,27.58575242252673,21.31618927206312
41,cnn,4,27.562542123309637,21.379972108772822
42,cnn,4,27.53546297752251,21.36829661471503
43,cnn,4,27.560411614886785,21.320469064371927
44,cnn,4,27.547661361047776,21.348475907530105
45,cnn,4,27.534188917127707,21.255311284746444
46,cnn,4,27.509838443691446,21.228838239397323
47,cnn,4,27.511332317934198,21.241657742432185
48,cnn,4,27.502873792486675,21.271722751004354
49,cnn,4,27.5208168676344,21.251615353993007
50,cnn,4,27.481270466820668,21.2473977293287
1,attention,4,32.762097277883754,24.685774896826064
2,attention,4,31.012446662126962,24.314255782536097
3,attention,4,30.67792446330442,24.375401015792573
4,attention,4,30.490953380778684,24.076256270919526
5,attention,4,30.34201806278552,23.882540217467717
6,attention,4,30.26478473210739,23.86823834478855
7,attention,4,30.19889967320329,23.795678794384003
8,attention,4,30.200839802370233,23.859417830194747
9,attention,4,30.143440941632804,23.84935157213892
10,attention,4,30.10421494306144,23.61763190797397
11,attention,4,30.046348943548686,23.557691388896533
12,attention,4,30.02844467809645,23.605164640716144
13,attention,4,30.053422976348358,23.598425292543002
14,attention,4,29.906068898863712,23.799880685550825
15,attention,4,29.891088097782458,23.88272433621543
16,attention,4,29.824722645646435,23.4939937378679
17,attention,4,29.838216296697066,23.662010652678354
18,attention,4,29.803107148509916,23.63341516469206
19,attention,4,29.80323201518948,23.79173600247928
20,attention,4,29.746918371168235,23.48204689366477
21,attention,4,29.701222015639484,23.530719144003733
22,attention,4,29.62824933003571,23.53547785750457
23,attention,4,29.593766180135436,23.52628602726119
24,attention,4,29.543687109219825,23.432904537234986
25,attention,4,29.497091794418075,23.37778847983905
26,attention,4,29.53184129424014,23.598312339612416
27,attention,4,29.445012173410188,23.403748171670095
28,attention,4,29.415413678702663,23.571633726358414
29,attention,4,29.340237067917645,23.484819539955684
30,attention,4,29.322418907941397,23.237750628164836
31,attention,4,29.259993601653534,23.27548932816301
32,attention,4,29.235531515994314,23.101593984024866
33,attention,4,29.185471470073118,23.235334042991912
34,attention,4,29.19971862081754,23.31054930601801
35,attention,4,29.14887669126866,23.17789460505758
36,attention,4,29.08132331654177,23.338149730648315
37,attention,4,29.123256279250324,23.35942486354283
38,attention,4,29.08877867359226,23.04553390826498
39,attention,4,29.05881615008338,23.12726580458028
40,attention,4,29.078367960655083,23.15878545173577
41,attention,4,29.052189067258674,23.080883366721018
42,attention,4,29.02005625579317,23.050461705241883
43,attention,4,29.02611457695395,23.13478276559285
44,attention,4,29.043582334356792,23.05991829080241
45,attention,4,28.98337758597681,23.105321313653672
46,attention,4,28.9772169792046,23.121729731559753
47,attention,4,28.991636922803977,23.106320253440312
48,attention,4,28.98331314022258,23.104317096727236
1,mlp,4,31.413076400756836,25.859645417758397
2,mlp,4,30.16303107698085,24.564828868423188
3,mlp,4,29.51548658791235,34.238174532141
4,mlp,4,29.160315594430696,23.8633765067373
5,mlp,4,28.938728688126904,33.27103986058916
6,mlp,4,28.6915933479697,36.85236976827894
7,mlp,4,28.493875358064297,26.30199066230229
8,mlp,4,28.31303969884323,23.486316582986287
9,mlp,4,28.209778219966566,32.658826504434856
10,mlp,4,28.10602643934347,37.47983000959669
11,mlp,4,27.96327579627603,22.959952456610544
12,mlp,4,27.864817360700187,28.0566543000085
13,mlp,4,27.765304484609832,34.13472744396755
14,mlp,4,27.604332018706756,26.64328005484172
15,mlp,4,27.570577750771733,25.128846057823726
16,mlp,4,27.46008098731607,25.221128497804916
17,mlp,4,27.44106333134538,32.25710712160383
18,mlp,4,27.31972102795617,25.988851300307683
19,mlp,4,27.247987213781325,26.780845556940353
20,mlp,4,27.21934986114502,22.577010912554606
21,mlp,4,27.119885719428627,30.334305950573512
22,mlp,4,27.11317429300082,21.672259739467076
23,mlp,4,27.017418780569304,21.91542604991368
24,mlp,4,26.991763034109344,22.484693425042288
25,mlp,4,26.970047077890168,22.50446184192385
26,mlp,4,26.872378430124055,21.985115042754583
27,mlp,4,26.864300905647923,22.614156403711863
28,mlp,4,26.869441032409668,21.974724531173706
29,mlp,4,26.760890233314644,21.94202129329954
30,mlp,4,26.71880078719834,21.647671341896057
31,mlp,4,26.59774521649894,23.458047108990804
32,mlp,4,26.566981541908394,21.57155214037214
33,mlp,4,26.614499350725595,25.983884547437942
34,mlp,4,26.501772735078458,22.36592255319868
35,mlp,4,26.58869631815765,25.985438815185002
36,mlp,4,26.570196248717227,22.14822554588318
37,mlp,4,26.47373524358717,21.195830728326523
38,mlp,4,26.468034000720007,21.262129306793213
39,mlp,4,26.44260212526483,21.827586046286992
40,mlp,4,26.373333025786835,21.13519878046853
41,mlp,4,26.418537253040377,21.165850264685496
42,mlp,4,26.41693823216325,21.022708228656224
43,mlp,4,26.365832635911843,21.197009129183634
44,mlp,4,26.354970915842866,21.14042387689863
45,mlp,4,26.337642427218164,21.06854694230216
46,mlp,4,26.327999486761577,21.103990742138453
47,mlp,4,26.33948699498581,21.0903428707804
48,mlp,4,26.245965359574658,21.09739531789507
49,mlp,4,26.293863231852903,21.08929500409535
50,mlp,4,26.378351890434654,21.084438826356614
1,cnn,5,31.1432183364342,18.928753307887487
2,cnn,5,28.697981762063915,18.4600642153195
3,cnn,5,28.21022106039113,18.1095050232751
4,cnn,5,28.000489741358265,18.06824324812208
5,cnn,5,27.887710886988145,18.122254610061646
6,cnn,5,27.778608769383922,18.078052580356598
7,cnn,5,27.70904225316541,17.53362250328064
8,cnn,5,27.674218276451374,18.551585921219417
9,cnn,5,27.56658848729627,17.495457410812378
10,cnn,5,27.497738160758182,18.008561159883225
11,cnn,5,27.46846017508671,18.26091125181743
12,cnn,5,27.423359627559268,17.703030671392167
13,cnn,5,27.281861837979022,18.37895357608795
14,cnn,5,27.232721105115168,17.509829146521433
15,cnn,5,27.176989588244208,18.01164893593107
16,cnn,5,27.09574011440935,17.982935036931718
17,cnn,5,27.097893589940565,17.786998527390615
18,cnn,5,27.02233974851411,17.55157380444663
19,cnn,5,26.986651782331794,17.652612916060857
1,attention,5,31.2692115125985,19.282866222517832
2,attention,5,29.78621167150037,19.057001139436448
3,attention,5,29.523153252437197,18.813266004834855
4,attention,5,29.356418570156755,19.365134716033936
5,attention,5,29.216902818350956,18.899572116988047
6,attention,5,29.132079499343345,18.671377965382167
7,attention,5,29.041490436422414,18.70324466909681
8,attention,5,29.013491084657865,18.80381750208991
9,attention,5,28.95160273847909,19.12725167615073
10,attention,5,28.91076766704691,18.64682994570051
11,attention,5,28.78765175918053,18.66570840563093
12,attention,5,28.772349114253604,19.070181437901088
13,attention,5,28.73142863306506,18.765446254185267
14,attention,5,28.642272107354525,18.685082571847097
15,attention,5,28.554659166007205,18.678118586540222
16,attention,5,28.523636193111024,18.757553594452993
17,attention,5,28.472851154722015,18.25162902900151
18,attention,5,28.402784571154363,18.236117345946177
19,attention,5,28.35785507991396,18.582244907106674
20,attention,5,28.29890226166824,18.58517129080636
21,attention,5,28.260514871005356,18.8384844149862
22,attention,5,28.242424747861666,18.297583205359324
23,attention,5,28.109559723426557,18.392639892441885
24,attention,5,28.174841177052464,18.440148200307572
25,attention,5,28.05557079972892,18.77111165864127
26,attention,5,28.0153862131053,18.27192963872637
27,attention,5,27.962580740040746,18.333763693060195
28,attention,5,27.916451526510304,18.49204887662615
1,mlp,5,30.196339942669045,29.50562344278608
2,mlp,5,28.7604387875261,19.44755561011178
3,mlp,5,28.012329338336812,28.382046392985753
4,mlp,5,27.705554133448107,21.78923193046025
5,mlp,5,27.413178358406856,19.668260761669703
6,mlp,5,27.24270009007947,18.55371344089508
7,mlp,5,27.06313817254428,19.645578827176774
8,mlp,5,26.930616773408033,20.094668439456395
9,mlp,5,26.829773685849947,18.74395637852805
10,mlp,5,26.766947187226393,17.613503200667246
11,mlp,5,26.64431942906873,21.635894060134888
12,mlp,5,26.551246498370993,19.278055242129735
13,mlp,5,26.529842297784214,33.793594700949534
14,mlp,5,26.4236847318452,25.44113232408251
15,mlp,5,26.34844715513032,44.06569412776402
16,mlp,5,26.274267380813072,21.1654566015516
17,mlp,5,26.224742968329068,20.519679580416
18,mlp,5,26.185720904120082,17.4427136353084
19,mlp,5,26.09313032216039,18.11387698990958
20,mlp,5,26.07761976307836,21.49495686803545
21,mlp,5,26.04950962724357,20.83553617341178
22,mlp,5,25.923609924316406,23.635924373354232
23,mlp,5,25.889678784074455,19.03120367867606
24,mlp,5,25.86865585590231,18.314917709146226
25,mlp,5,25.873192701668575,22.305871401514327
26,mlp,5,25.7530684635557,18.86415832383292
27,mlp,5,25.728395080566408,18.73443807022912
28,mlp,5,25.73678855895996,20.13907596043178
