timestamp,bar_type,bar_param,day,is_warmup,bar_index,book_imbalance_1,book_imbalance_3,book_imbalance_5,book_imbalance_10,weighted_imbalance,spread,bid_depth_profile_0,bid_depth_profile_1,bid_depth_profile_2,bid_depth_profile_3,bid_depth_profile_4,bid_depth_profile_5,bid_depth_profile_6,bid_depth_profile_7,bid_depth_profile_8,bid_depth_profile_9,ask_depth_profile_0,ask_depth_profile_1,ask_depth_profile_2,ask_depth_profile_3,ask_depth_profile_4,ask_depth_profile_5,ask_depth_profile_6,ask_depth_profile_7,ask_depth_profile_8,ask_depth_profile_9,depth_concentration_bid,depth_concentration_ask,book_slope_bid,book_slope_ask,level_count_bid,level_count_ask,net_volume,volume_imbalance,trade_count,avg_trade_size,large_trade_count,vwap_distance,kyle_lambda,return_1,return_5,return_20,volatility_20,volatility_50,momentum,high_low_range_20,high_low_range_50,close_position,volume_surprise,duration_surprise,acceleration,vol_price_corr,time_sin,time_cos,minutes_since_open,minutes_to_close,session_volume_frac,cancel_add_ratio,message_rate,modify_fraction,order_flow_toxicity,cancel_concentration,book_snap_0,book_snap_1,book_snap_2,book_snap_3,book_snap_4,book_snap_5,book_snap_6,book_snap_7,book_snap_8,book_snap_9,book_snap_10,book_snap_11,book_snap_12,book_snap_13,book_snap_14,book_snap_15,book_snap_16,book_snap_17,book_snap_18,book_snap_19,book_snap_20,book_snap_21,book_snap_22,book_snap_23,book_snap_24,book_snap_25,book_snap_26,book_snap_27,book_snap_28,book_snap_29,book_snap_30,book_snap_31,book_snap_32,book_snap_33,book_snap_34,book_snap_35,book_snap_36,book_snap_37,book_snap_38,book_snap_39,msg_summary_0,msg_summary_1,msg_summary_2,msg_summary_3,msg_summary_4,msg_summary_5,msg_summary_6,msg_summary_7,msg_summary_8,msg_summary_9,msg_summary_10,msg_summary_11,msg_summary_12,msg_summary_13,msg_summary_14,msg_summary_15,msg_summary_16,msg_summary_17,msg_summary_18,msg_summary_19,msg_summary_20,msg_summary_21,msg_summary_22,msg_summary_23,msg_summary_24,msg_summary_25,msg_summary_26,msg_summary_27,msg_summary_28,msg_summary_29,msg_summary_30,msg_summary_31,msg_summary_32,return_1,return_5,return_20,return_100,mbo_event_count,tb_label,tb_exit_type,tb_bars_held
1641238850400000000,tick,5000,20220103,false,60,0.587629,0.118199,0.0169133,-0.0129601,0.0967378,1,77,128,93,96,87,86,89,93,101,102,20,101,114,104,126,87,117,84,129,95,0.101862,0.109236,0.00383911,0.0860132,10,10,-2034,-0.186503,1289,8.46082,0,11.916,0.001504951,16,21,68,8.0941334,11.186081,68,76,110,0.986842,0.906086,1.01703,17,-0.42304561,-0.645591,-0.763683,310.84,79.16,0,1.01927,78.3215,0.0936794,0.0124127,0.457486,-2.375,102,-2.125,101,-1.875,93,-1.625,89,-1.375,86,-1.125,87,-0.875,96,-0.625,93,-0.375,128,-0.125,77,0.125,20,0.375,101,0.625,114,0.875,104,1.125,126,1.375,87,1.625,117,1.875,84,2.125,129,2.375,95,1121,1117,250,865,870,165,981,993,179,1324,1318,257,1158,1175,248,1354,1393,289,1381,1362,290,1582,1569,344,2348,2585,560,2777,2796,526,1.0044044,1.0278543,143.98016,18,10,NaN,NaN,34466,1,timeout,1
1641239241300000000,tick,5000,20220103,false,61,0.728155,0.0659134,-0.00952381,-0.0571696,0.0803676,1,89,108,86,100,85,101,94,115,104,124,14,91,143,100,129,106,127,92,215,111,0.101439,0.117843,0.0252145,0.139201,10,10,56,0.00566,2049,4.8287,0,8.35742,0.0015258306,18,28,68,8.0941334,11.186081,68,95,129,0.978947,0.836182,0.943831,2,-0.49043992,-0.667037,-0.745025,317.355,72.645,0,1.00628,123.649,0.0882414,0.00878477,0.457307,-2.375,124,-2.125,104,-1.875,115,-1.625,94,-1.375,101,-1.125,85,-0.875,100,-0.625,86,-0.375,108,-0.125,89,0.125,14,0.375,91,0.625,143,0.875,100,1.125,129,1.375,106,1.625,127,1.875,92,2.125,215,2.375,111,2224,2223,364,1990,1990,411,1412,1376,280,1669,1711,356,2139,2214,383,2655,2785,554,3825,3826,676,2577,2530,564,1885,1869,381,1584,1574,295,1.00848,1.0046303,213.07573,-10,-8,NaN,NaN,50371,-1,timeout,1
1641239665800000000,tick,5000,20220103,false,62,0.822222,0.213043,0.100851,0.121045,0.207011,1,82,115,82,91,83,107,103,115,209,129,8,102,71,93,96,101,95,91,119,99,0.11036,0.110815,0.0640988,0.151974,10,10,-420,-0.0352349,1483,8.03776,0,-2.82031,0.00126345,-10,17,63,8.4203625,11.028345,63,95,129,0.873684,1.0067,1.02276,-28,-0.53328323,-0.689714,-0.724081,324.43,65.57,0,0.994035,92.9847,0.0937627,0.00674309,0.451763,-2.375,129,-2.125,209,-1.875,115,-1.625,103,-1.375,107,-1.125,83,-0.875,91,-0.625,82,-0.375,115,-0.125,82,0.125,8,0.375,102,0.625,71,0.875,93,1.125,96,1.375,101,1.625,95,1.875,91,2.125,119,2.375,99,1853,1823,416,1757,1778,405,1652,1651,289,1769,1755,381,2055,2042,421,2228,2201,509,1911,1921,374,1967,1932,330,1720,1714,336,1027,1015,240,0.99592781,0.99209309,116.32509,-6,-3,NaN,NaN,40955,-1,timeout,1
1641240090000000000,tick,5000,20220103,false,63,0.116279,0.0092081,0.0399137,0.015299,0.0320284,1,48,118,108,99,109,132,125,122,110,124,38,123,108,81,95,115,118,97,87,200,0.104237,0.113447,0.0578833,0.0806383,10,10,563,0.048547,1450,7.99793,0,-2.13086,0.0010912854,-6,17,61,8.5160141,11.080162,61,95,129,0.810526,0.981342,1.01968,4,-0.51797795,-0.71172,-0.702464,331.5,58.5,0,0.99419,91.0799,0.0936909,0.00413793,0.451834,-2.375,124,-2.125,110,-1.875,122,-1.625,125,-1.375,132,-1.125,109,-0.875,99,-0.625,108,-0.375,118,-0.125,48,0.125,38,0.375,123,0.625,108,0.875,81,1.125,95,1.375,115,1.625,118,1.875,97,2.125,87,2.375,200,1334,1305,284,1642,1634,369,1524,1501,314,1423,1403,304,1127,1116,253,1799,1839,362,1993,2003,367,2631,2651,509,1980,1934,406,2102,2067,451,0.9870922,0.99895287,136.54799,1,13,NaN,NaN,40077,0,timeout,1
1641240496300000000,tick,5000,20220103,false,64,-0.0588235,0.0268041,0,-0.0855746,-0.0442487,1,32,110,107,96,88,97,109,90,106,100,36,103,97,100,97,117,122,116,214,108,0.105418,0.113799,0.0582356,0.101119,10,10,-1428,-0.115254,1700,7.28824,0,3.52734,0.0012298594,1,19,60,8.5249634,10.871564,60,95,129,0.821053,1.04363,0.978823,7,-0.52091283,-0.732162,-0.681131,338.272,51.7283,0,1.00142,110.246,0.0900585,0.000588235,0.455295,-2.375,100,-2.125,106,-1.875,90,-1.625,109,-1.375,97,-1.125,88,-0.875,96,-0.625,107,-0.375,110,-0.125,32,0.125,36,0.375,103,0.625,97,0.875,100,1.125,97,1.375,117,1.625,122,1.875,116,2.125,214,2.375,108,2845,2897,548,1880,1842,368,2168,2192,450,2378,2371,468,2395,2423,410,2195,2189,390,1632,1604,303,1459,1465,368,1608,1613,322,1800,1793,406,1.0050575,0.99654937,154.84984,7,-11,NaN,NaN,46482,1,timeout,1
1641240928800000000,tick,5000,20220103,false,65,-0.244898,-0.106109,-0.0646042,-0.101969,-0.110958,1,37,128,113,120,116,98,100,95,110,109,61,155,128,107,134,131,141,126,154,122,0.105434,0.104129,0.0429084,0.0419361,10,10,772,0.0619682,1332,9.35285,0,3.22266,0.0013343176,7,10,69,8.4866066,10.601811,69,95,129,0.894737,1.04445,1.03781,6,-0.51312077,-0.753219,-0.65777,345.48,44.52,0,0.991387,88.1637,0.0842296,0.00525526,0.455905,-2.375,109,-2.125,110,-1.875,95,-1.625,100,-1.375,98,-1.125,116,-0.875,120,-0.625,113,-0.375,128,-0.125,37,0.125,61,0.375,155,0.625,128,0.875,107,1.125,134,1.375,131,1.625,141,1.875,126,2.125,154,2.375,122,1737,1733,347,2271,2230,311,2015,2066,406,2045,2001,448,1735,1692,315,1622,1606,256,1829,1819,301,1323,1298,246,1303,1296,257,1651,1639,324,0.99173725,0.990942,111.28585,0,-10,NaN,NaN,39454,0,timeout,1
1641241356700000000,tick,5000,20220103,false,66,-0.627451,-0.19403,-0.204061,-0.119282,-0.195208,1,19,120,77,88,88,115,109,123,110,181,83,121,116,108,165,113,170,136,155,142,0.114312,0.104016,0.138963,0.0505703,10,10,836,0.0612544,1310,10.4183,0,2.48633,0.0015704379,0,-8,73,8.3547888,10.370631,73,95,129,0.894737,1.12871,1.02416,-7,-0.55126613,-0.773319,-0.634017,352.612,37.3883,0,1.00397,91.3277,0.0830049,0,0.459406,-2.375,181,-2.125,110,-1.875,123,-1.625,109,-1.375,115,-1.125,88,-0.875,88,-0.625,77,-0.375,120,-0.125,19,0.125,83,0.375,121,0.625,116,0.875,108,1.125,165,1.375,113,1.625,170,1.875,136,2.125,155,2.375,142,1698,1711,410,1684,1642,296,1263,1260,233,2137,2189,347,1781,1780,336,1819,1826,362,2179,2205,360,2202,2229,364,1410,1389,202,1705,1718,333,1.0022188,1.0055825,112.08509,-5,5,NaN,NaN,40380,-1,timeout,1
1641241791000000000,tick,5000,20220103,false,67,0.622642,0.270998,0.184751,0.0512249,0.182281,1,86,131,184,102,103,120,110,111,124,109,20,107,103,93,94,94,108,136,133,177,0.104499,0.112814,-0.00241921,0.139301,10,10,698,0.0507415,1234,11.1475,0,-1.51758,0.0015327758,-5,-3,74,8.2996988,10.155413,74,95,129,0.842105,1.12292,1.0358,-5,-0.54327643,-0.792955,-0.60928,359.85,30.15,0,0.996919,96.2215,0.0849506,0.00405186,0.456819,-2.375,109,-2.125,124,-1.875,111,-1.625,110,-1.375,120,-1.125,103,-0.875,102,-0.625,184,-0.375,131,-0.125,86,0.125,20,0.375,107,0.625,103,0.875,93,1.125,94,1.375,94,1.625,108,1.875,136,2.125,133,2.375,177,3022,3012,527,2208,2210,406,1471,1435,277,1632,1638,301,2067,2080,441,1572,1575,326,1677,1667,297,1653,1634,329,1687,1683,260,2160,2156,386,0.99759614,0.99611384,151.07069,10,5,NaN,NaN,43023,1,timeout,1
1641242194500000000,tick,5000,20220103,false,68,0.226415,0.00357143,-0.0594059,-0.0760073,-0.0261215,1,65,122,94,91,103,92,103,104,129,106,41,132,106,137,119,138,111,137,118,136,0.102743,0.105622,0.0336733,0.0654934,10,10,601,0.0426574,1678,8.39631,0,6.03516,0.0014735864,10,13,63,7.4567084,9.6989689,63,75,129,0.933333,1.1339,0.96559,15,-0.49451962,-0.810489,-0.585754,366.575,23.425,0,0.996727,139.752,0.0802292,0.00595948,0.459132,-2.375,106,-2.125,129,-1.875,104,-1.625,103,-1.375,92,-1.125,103,-0.875,91,-0.625,94,-0.375,122,-0.125,65,0.125,41,0.375,132,0.625,106,0.875,137,1.125,119,1.375,138,1.625,111,1.875,137,2.125,118,2.375,136,2059,2106,351,2609,2617,569,2436,2420,379,2166,2179,377,2027,2029,385,2949,2976,540,2696,2679,495,2811,2830,491,3068,3038,379,3148,3010,557,1.0047801,0.9905262,166.46008,-23,8,NaN,NaN,58054,-1,timeout,1
1641242532400000000,tick,5000,20220103,false,69,-0.775281,-0.168582,-0.0459893,-0.00604839,-0.127124,1,10,108,99,121,108,103,93,115,110,119,79,125,101,84,100,91,101,104,106,107,0.109663,0.101512,0.13533,0.0132198,10,10,-1479,-0.127292,2542,4.57081,0,-18.543,-0.00014271637,-23,-11,36,9.377367,9.7877274,36,75.5,130.5,0.609272,0.940924,0.823583,-33,-0.49640653,-0.824637,-0.565663,372.207,17.7933,0,1.01377,175.041,0.0875712,0.00904799,0.459335,-2.375,119,-2.125,110,-1.875,115,-1.625,93,-1.375,103,-1.125,108,-0.875,121,-0.625,99,-0.375,108,-0.125,10,0.125,79,0.375,125,0.625,101,0.875,84,1.125,100,1.375,91,1.625,101,1.875,104,2.125,106,2.375,107,1872,1879,361,2120,2118,362,2245,2353,499,3456,3504,614,2628,2609,475,2163,2148,382,2742,2718,544,2613,2608,498,1890,1877,437,5062,5346,1006,1.011525,1.0156876,337.89221,8,NaN,NaN,NaN,61671,1,timeout,1
1641242834900000000,tick,5000,20220103,false,70,-0.821429,-0.169054,-0.0582192,-0.000760456,-0.12299,1,5,80,60,75,55,60,73,83,82,84,51,81,72,50,55,56,74,59,82,78,0.111834,0.103408,0.16481,0.024899,10,10,-25,-0.00303656,3230,2.54892,0,9.65039,-6.7115243e-06,8,-10,43,9.4711399,9.7755251,43,75.5,130.5,0.715232,0.688577,0.756196,31,-0.39577281,-0.83688,-0.547387,377.248,12.7517,0,1.0171,254.884,0.0877434,0.00247678,0.459995,-2.375,84,-2.125,82,-1.875,83,-1.625,73,-1.375,60,-1.125,55,-0.875,75,-0.625,60,-0.375,80,-0.125,5,0.125,51,0.375,81,0.625,72,0.875,50,1.125,55,1.375,56,1.625,74,1.875,59,2.125,82,2.375,78,2731,2701,549,4867,4986,807,3834,3826,620,4167,4185,783,2947,3404,583,3813,3842,651,3243,3241,688,3712,3728,821,2801,2831,593,2744,2711,668,1.0299795,1.002452,352.51321,15,NaN,NaN,NaN,80307,1,timeout,1
1641243151500000000,tick,5000,20220103,false,71,0.428571,0.10596,0.012945,-0.0444028,0.0210438,1,35,61,71,66,80,76,89,84,107,95,14,66,55,90,80,93,93,139,96,109,0.106168,0.114444,0.0885257,0.157443,10,10,28,0.00329489,2915,2.91527,0,3.72461,1.714628e-05,15,5,62,9.7552547,9.6912327,62,73.5,130.5,0.911565,0.730875,0.807729,7,-0.46178323,-0.84926,-0.527975,382.525,7.47499,0,0.993415,226.586,0.084308,0.0051458,0.456334,-2.375,95,-2.125,107,-1.875,84,-1.625,89,-1.375,76,-1.125,80,-0.875,66,-0.625,71,-0.375,61,-0.125,35,0.125,14,0.375,66,0.625,55,0.875,90,1.125,80,1.375,93,1.625,93,1.875,139,2.125,96,2.375,109,2004,2028,470,3061,3118,663,2351,2351,433,2135,2102,485,2810,2877,531,7815,7609,1024,3941,3898,759,3122,3072,558,2335,2313,468,3379,3368,657,1.0093035,0.98387724,519.5199,-5,NaN,NaN,NaN,74652,-1,stop,1
1641243440900000000,tick,5000,20220103,false,72,0.236842,0.0490798,0.00831947,-0.0807018,-0.000600682,1,47,55,69,74,58,62,68,69,68,85,29,55,71,61,82,88,95,101,95,93,0.102355,0.107937,0.0401863,0.105911,10,10,-1169,-0.148407,3096,2.54425,0,4.54102,-0.00031840868,-5,5,51,9.8854685,9.7091503,51,63.5,130.5,0.818898,0.698935,0.756962,-20,-0.33390987,-0.860183,-0.509986,387.348,2.65165,0,1.00107,304.186,0.0847718,0.00161499,0.457858,-2.375,85,-2.125,68,-1.875,69,-1.625,68,-1.375,62,-1.125,58,-0.875,74,-0.625,69,-0.375,55,-0.125,47,0.125,29,0.375,55,0.625,71,0.875,61,1.125,82,1.375,88,1.625,95,1.875,101,2.125,95,2.375,93,2496,2477,356,3990,4069,774,3278,3249,542,3552,3566,763,6899,6944,1461,6796,6778,921,3967,3978,923,3367,3360,643,2750,2724,479,3154,3147,598,1.0044521,0.99765396,529.00104,13,NaN,NaN,NaN,91097,1,target,1
